t,rms,lo,mid,hi,air,sig
9.051,0.006152,0.003396,0.001363,0.001423,0.001503,0
9.054,0.006319,0.003426,0.001673,0.001284,0.001368,0
9.081,0.008902,0.006339,0.002306,0.002549,0.002705,0
9.096,0.010244,0.005914,0.002813,0.003281,0.003444,0
9.127,0.011236,0.004725,0.002587,0.003662,0.003688,0
9.143,0.012395,0.006635,0.002341,0.003679,0.00356,0
9.158,0.011024,0.004585,0.001768,0.002229,0.002328,0
9.19,0.022813,0.010786,0.0021,0.002008,0.002014,0
9.205,0.01495,0.006219,0.001614,0.001749,0.0017,0
9.22,0.014966,0.008368,0.001989,0.001702,0.001855,0
9.235,0.007725,0.004029,0.001475,0.001563,0.001613,0
9.266,0.008336,0.004367,0.001247,0.001529,0.001494,0
9.283,0.00881,0.004899,0.001224,0.001642,0.001542,0
9.297,0.005465,0.002721,0.001452,0.00147,0.001378,0
9.328,0.005683,0.003546,0.001873,0.0014,0.001422,0
9.344,0.005081,0.003154,0.001705,0.001005,0.001165,0
9.359,0.002911,0.001551,0.001331,0.000727,0.000864,0
9.391,0.003411,0.002505,0.000951,0.000556,0.000682,0
9.393,0.003575,0.002163,0.001052,0.000616,0.000726,0
9.42,0.003432,0.002334,0.001183,0.000536,0.000718,0
9.437,0.003048,0.001746,0.001305,0.000463,0.000721,0
9.466,0.002868,0.002002,0.001063,0.000352,0.000556,0
9.482,0.002099,0.001113,0.000973,0.000323,0.000518,0
9.498,0.002571,0.001516,0.001203,0.000339,0.000584,0
9.528,0.00264,0.001461,0.00138,0.000397,0.00069,0
9.544,0.00283,0.001505,0.001489,0.000342,0.00066,0
9.559,0.002629,0.001624,0.001144,0.000316,0.000549,0
9.591,0.001663,0.001142,0.000599,0.000272,0.000408,0
9.594,0.00168,0.000909,0.000781,0.000252,0.00043,0
9.621,0.001879,0.001258,0.000782,0.000246,0.000412,0
9.637,0.002017,0.001008,0.000979,0.000284,0.000487,0
9.669,0.002044,0.000888,0.001298,0.000305,0.000575,0
9.684,0.002549,0.001179,0.001339,0.000923,0.001028,0
9.7,0.001865,0.000749,0.000758,0.000684,0.000745,0
9.734,0.004024,0.001067,0.002256,0.001463,0.001763,0
9.737,0.004799,0.001827,0.00191,0.001388,0.001698,0
9.763,0.003151,0.001332,0.001621,0.000932,0.001217,0
9.779,0.00545,0.002612,0.001189,0.001416,0.001526,0
9.81,0.007551,0.00333,0.0015,0.001171,0.001434,0
9.826,0.006311,0.001803,0.001692,0.001222,0.001527,0
9.84,0.00772,0.002782,0.0014,0.000948,0.001151,0
9.856,0.004199,0.001429,0.000979,0.000698,0.000973,0
9.886,0.002097,0.000679,0.001071,0.000894,0.001112,0
9.902,0.002631,0.001085,0.001112,0.000889,0.001068,0
9.917,0.003442,0.000954,0.001212,0.001223,0.001298,0
9.948,0.00495,0.001784,0.00137,0.001302,0.001353,0
9.964,0.003065,0.001071,0.00115,0.000807,0.000888,0
9.979,0.002317,0.000788,0.001163,0.000934,0.001046,0
10.01,0.003152,0.001264,0.001167,0.000639,0.000798,0
10.026,0.002322,0.001001,0.00085,0.000524,0.0006,0
10.042,0.002328,0.000743,0.001231,0.000442,0.000655,0
10.058,0.002465,0.000973,0.00114,0.000396,0.000589,0
10.09,0.003676,0.001219,0.001039,0.000404,0.000556,0
10.106,0.00361,0.001289,0.000727,0.000293,0.000429,0
10.122,0.0024,0.000877,0.000685,0.000327,0.000415,0
10.136,0.001919,0.000826,0.000967,0.000271,0.000463,0
10.167,0.00214,0.000804,0.001389,0.000319,0.000594,0
10.182,0.002492,0.001021,0.001532,0.000341,0.000657,0
10.198,0.002492,0.000858,0.00116,0.000518,0.000627,0
10.229,0.002679,0.000822,0.001297,0.001126,0.00129,0
10.245,0.002701,0.001154,0.001476,0.000581,0.000803,0
10.261,0.002547,0.001122,0.001492,0.000583,0.000782,0
10.277,0.001829,0.000612,0.001086,0.000635,0.000706,0
10.309,0.001632,0.000567,0.000973,0.00045,0.000572,0
10.323,0.001931,0.000676,0.001026,0.000613,0.000718,0
10.339,0.001539,0.000671,0.000873,0.000317,0.00046,0
10.371,0.001477,0.000782,0.000736,0.000292,0.000418,0
10.374,0.001392,0.000863,0.000569,0.000328,0.000405,0
10.403,0.002464,0.000785,0.000815,0.001638,0.001528,0
10.419,0.003936,0.002349,0.001435,0.001194,0.001483,1
10.449,0.002932,0.001999,0.001043,0.00099,0.000948,0
10.465,0.0035,0.001386,0.001504,0.001555,0.001955,0
10.48,0.003713,0.001738,0.001532,0.001107,0.001151,0
10.513,0.003967,0.002465,0.00173,0.000746,0.000981,1
10.515,0.009356,0.004298,0.001941,0.002618,0.002859,0
10.544,0.010992,0.004512,0.002687,0.003349,0.003302,0
10.559,0.010297,0.005453,0.002958,0.003509,0.003475,0
10.59,0.012083,0.006209,0.003621,0.001634,0.00212,0
10.605,0.010895,0.006292,0.002497,0.001138,0.001576,0
10.621,0.006564,0.003397,0.002348,0.001065,0.001493,0
10.637,0.007384,0.004335,0.002612,0.002577,0.002758,0
10.668,0.008902,0.005265,0.002246,0.003295,0.003326,0
10.686,0.007957,0.003906,0.002953,0.004234,0.004374,0
10.7,0.007108,0.003496,0.002436,0.003626,0.003739,0
10.732,0.008594,0.005899,0.003361,0.00316,0.003263,0
10.734,0.006941,0.00376,0.002584,0.002492,0.002864,0
10.762,0.006924,0.003351,0.003005,0.002272,0.002596,0
10.779,0.010528,0.007597,0.002138,0.001963,0.002153,0
10.809,0.009088,0.006612,0.00223,0.001931,0.002088,0
10.825,0.010263,0.006896,0.002591,0.002765,0.002858,0
10.84,0.007306,0.004121,0.002569,0.003031,0.002884,0
10.872,0.005741,0.002448,0.002509,0.00262,0.002642,0
10.876,0.0071,0.003692,0.002774,0.002774,0.003123,0
10.903,0.00716,0.003862,0.002933,0.002355,0.002527,0
10.919,0.00749,0.004975,0.002834,0.00254,0.002603,0
10.95,0.006738,0.002969,0.002855,0.001751,0.002054,0
10.966,0.007073,0.004068,0.002545,0.001284,0.001717,0
10.981,0.011201,0.006688,0.002303,0.001427,0.001979,0
10.997,0.007871,0.004505,0.002756,0.001525,0.001966,0
11.028,0.006852,0.003866,0.002845,0.001847,0.002579,0
11.043,0.004787,0.001759,0.002839,0.001735,0.002254,0
11.06,0.005453,0.00268,0.002394,0.002158,0.002318,0
11.089,0.005881,0.002302,0.003329,0.001644,0.002252,0
11.105,0.005485,0.002941,0.002837,0.001504,0.002127,0
11.121,0.005492,0.002362,0.002858,0.001647,0.002201,0
11.136,0.008552,0.005359,0.003189,0.001465,0.002108,0
11.169,0.006056,0.003407,0.002924,0.001382,0.001971,0
11.184,0.0054,0.003159,0.002461,0.001101,0.001613,0
11.2,0.005329,0.003369,0.002468,0.001083,0.001618,0
11.215,0.006255,0.004258,0.002721,0.00144,0.00207,0
11.247,0.00557,0.003764,0.0023,0.001247,0.001856,0
11.263,0.007132,0.004266,0.002214,0.000971,0.001466,0
11.278,0.004859,0.002604,0.002465,0.000957,0.00144,0
11.31,0.005053,0.002687,0.002799,0.001014,0.001531,0
11.325,0.005367,0.003138,0.002635,0.001091,0.00155,0
11.342,0.004453,0.002019,0.002716,0.00108,0.001552,0
11.357,0.003873,0.001826,0.002053,0.000959,0.001258,0
11.389,0.006098,0.003692,0.002082,0.000907,0.001248,0
11.405,0.005116,0.003409,0.002331,0.000941,0.001368,0
11.421,0.006702,0.004857,0.002371,0.000896,0.001318,0
11.437,0.006459,0.004398,0.002636,0.000859,0.001343,0
11.467,0.005484,0.004249,0.001786,0.000807,0.001145,0
11.483,0.003335,0.002168,0.001267,0.000793,0.001007,0
11.498,0.004082,0.002464,0.001805,0.000838,0.001168,0
11.529,0.006242,0.003391,0.002732,0.001239,0.001674,0
11.544,0.006243,0.003895,0.001901,0.001039,0.00138,0
11.559,0.004985,0.002902,0.001982,0.001247,0.001598,0
11.59,0.004445,0.002718,0.002027,0.00107,0.001405,0
11.606,0.004812,0.001795,0.002846,0.001149,0.001581,0
11.622,0.005164,0.003698,0.002123,0.000993,0.001314,0
11.637,0.00494,0.002392,0.002174,0.001026,0.001377,0
11.668,0.005989,0.002565,0.004103,0.001185,0.00193,0
11.684,0.005293,0.001624,0.003829,0.001187,0.001855,0
11.699,0.005377,0.002765,0.00293,0.001011,0.001582,0
11.731,0.004434,0.00208,0.002817,0.000935,0.00147,0
11.734,0.003892,0.002505,0.001908,0.000845,0.001221,0
11.763,0.003572,0.001791,0.001937,0.00098,0.001299,0
11.778,0.003622,0.001559,0.00223,0.001036,0.001403,0
11.81,0.004717,0.002263,0.002863,0.001031,0.001588,0
11.814,0.005396,0.00337,0.003019,0.001033,0.001598,0
11.842,0.004979,0.002608,0.003289,0.001065,0.00168,0
11.858,0.004975,0.002828,0.002892,0.000892,0.001502,0
11.889,0.005078,0.002587,0.002564,0.001016,0.001503,0
11.906,0.004775,0.002535,0.002716,0.000864,0.001432,0
11.922,0.00451,0.002371,0.002858,0.000797,0.001446,0
11.937,0.005174,0.003224,0.002962,0.000838,0.001497,0
11.968,0.005717,0.003401,0.003075,0.000934,0.00159,0
11.983,0.004936,0.002291,0.002705,0.000887,0.001486,0
11.999,0.004704,0.002266,0.003016,0.000949,0.001591,0
12.029,0.004557,0.00147,0.003313,0.001051,0.001717,0
12.045,0.005215,0.002479,0.002751,0.000969,0.001511,0
12.061,0.004521,0.001994,0.002745,0.001156,0.001652,0
12.076,0.00491,0.001963,0.003284,0.001036,0.001678,0
12.108,0.004858,0.002186,0.003065,0.000989,0.001573,0
12.123,0.004611,0.001909,0.002531,0.000904,0.001408,0
12.139,0.003891,0.002115,0.002067,0.000773,0.001227,0
12.17,0.00415,0.001624,0.00268,0.000773,0.001381,0
12.185,0.004661,0.001875,0.00274,0.000844,0.001388,0
12.2,0.004469,0.002286,0.002294,0.000774,0.001236,0
12.216,0.003791,0.001688,0.00228,0.00072,0.001234,0
12.248,0.003404,0.001309,0.002462,0.000823,0.001325,0
12.263,0.004156,0.001713,0.002621,0.000873,0.001442,0
12.279,0.00276,0.001208,0.00134,0.000836,0.001127,0
12.31,0.003911,0.001924,0.002207,0.000841,0.001304,0
12.313,0.003939,0.001409,0.002613,0.000763,0.001313,0
12.342,0.004718,0.002578,0.002706,0.000803,0.001362,0
12.358,0.004189,0.002364,0.002412,0.00078,0.001298,0
12.39,0.004406,0.002231,0.002022,0.000732,0.001149,0
12.405,0.003374,0.001432,0.002141,0.000718,0.001119,0
12.422,0.003731,0.001351,0.002136,0.000789,0.001212,0
12.437,0.004047,0.001843,0.002276,0.000738,0.001234,0
12.467,0.003467,0.001318,0.002049,0.00078,0.001194,0
12.483,0.003019,0.001568,0.001894,0.000721,0.00109,0
12.497,0.003651,0.001512,0.002502,0.000982,0.001434,0
12.529,0.003791,0.001892,0.002338,0.001185,0.001546,0
12.544,0.003858,0.001697,0.002053,0.001146,0.001457,0
12.56,0.00351,0.002126,0.001942,0.000806,0.001142,0
12.59,0.003863,0.002007,0.002031,0.00077,0.001168,0
12.593,0.003854,0.001588,0.00241,0.000794,0.001295,0
12.622,0.003741,0.001751,0.00225,0.000831,0.001251,0
12.638,0.003576,0.001548,0.001946,0.000742,0.001115,0
12.669,0.004028,0.001671,0.002578,0.000763,0.00128,0
12.684,0.004293,0.002016,0.002511,0.000738,0.00129,0
12.699,0.004291,0.001498,0.002848,0.000829,0.00147,0
12.73,0.003086,0.001245,0.002151,0.000637,0.001111,0
12.733,0.003144,0.001374,0.001993,0.000663,0.001104,0
12.764,0.003101,0.001411,0.0019,0.000651,0.001081,0
12.778,0.003179,0.001238,0.002062,0.00062,0.001093,0
12.809,0.003448,0.001191,0.002558,0.000727,0.001285,0
12.824,0.003174,0.000868,0.002571,0.000722,0.00128,0
12.84,0.003132,0.001006,0.002478,0.000695,0.001232,0
12.871,0.003507,0.00125,0.002528,0.000711,0.001258,0
12.873,0.002994,0.000827,0.002069,0.000719,0.001154,0
12.905,0.003518,0.001459,0.002284,0.000783,0.001271,0
12.918,0.003302,0.001187,0.002327,0.000737,0.001219,0
12.948,0.003337,0.001046,0.002539,0.000687,0.001232,0
12.966,0.003324,0.000924,0.002616,0.000703,0.001252,0
12.981,0.00366,0.001241,0.002679,0.000712,0.001299,0
12.999,0.003205,0.001134,0.002313,0.000702,0.001183,0
13.028,0.00305,0.001197,0.001958,0.000641,0.001063,0
13.043,0.002931,0.000876,0.002115,0.000686,0.001121,0
13.058,0.002655,0.001145,0.001686,0.000567,0.000917,0
13.089,0.00304,0.000909,0.002079,0.000658,0.001109,0
13.104,0.003016,0.001292,0.001641,0.000672,0.001055,0
13.12,0.002779,0.001343,0.001804,0.000701,0.001122,0
13.136,0.003054,0.001131,0.001739,0.000673,0.001062,0
13.167,0.003207,0.001822,0.001619,0.000642,0.000969,0
13.183,0.00299,0.001071,0.001764,0.000685,0.001045,0
13.199,0.003005,0.001167,0.001864,0.000752,0.001168,0
13.229,0.002674,0.001115,0.001476,0.000676,0.001069,0
13.246,0.002766,0.000978,0.00173,0.000657,0.001041,0
13.262,0.002817,0.00151,0.001556,0.000543,0.000892,0
13.278,0.003043,0.001126,0.001967,0.000631,0.001076,0
13.309,0.00305,0.001051,0.001842,0.000629,0.001024,0
13.324,0.002977,0.00098,0.001726,0.00053,0.000903,0
13.339,0.00252,0.000901,0.001408,0.000618,0.000936,0
13.37,0.002577,0.000842,0.001657,0.00063,0.001024,0
13.386,0.003212,0.00144,0.00185,0.000715,0.001149,0
13.403,0.003585,0.001226,0.002484,0.000765,0.001307,0
13.417,0.00339,0.001516,0.002008,0.00062,0.001061,0
13.45,0.002928,0.001271,0.001597,0.000583,0.000944,0
13.464,0.002921,0.001231,0.001729,0.000669,0.001062,0
13.479,0.003126,0.001938,0.001526,0.000604,0.000981,0
13.51,0.002597,0.001656,0.001117,0.000511,0.000762,0
13.513,0.002921,0.001464,0.001569,0.000568,0.000941,0
13.542,0.002641,0.001204,0.00164,0.000523,0.00088,0
13.557,0.002424,0.001304,0.0014,0.00051,0.000832,0
13.589,0.002502,0.001064,0.001265,0.000563,0.000853,0
13.603,0.002751,0.001588,0.001367,0.000542,0.000882,0
13.618,0.00308,0.001415,0.001546,0.000616,0.001021,0
13.65,0.003518,0.001393,0.002053,0.000641,0.001098,0
13.653,0.00326,0.001099,0.002018,0.000702,0.001148,0
13.681,0.003185,0.001993,0.001423,0.000725,0.001089,0
13.696,0.003312,0.001594,0.001692,0.000677,0.001092,0
13.727,0.003176,0.001483,0.001582,0.000669,0.001063,0
13.745,0.003082,0.001645,0.00153,0.000631,0.000995,0
13.758,0.00336,0.001885,0.001812,0.000622,0.001022,0
13.789,0.004729,0.001425,0.003322,0.000909,0.001582,0
13.804,0.00358,0.000992,0.002401,0.000924,0.001467,0
13.819,0.004445,0.001798,0.002702,0.001097,0.001701,0
13.852,0.003185,0.001417,0.001868,0.000947,0.001336,0
13.854,0.002697,0.00117,0.001516,0.000731,0.001103,0
13.883,0.003381,0.001816,0.001757,0.000843,0.001227,0
13.897,0.003728,0.001585,0.002464,0.000842,0.001334,0
13.929,0.003893,0.001646,0.00265,0.000862,0.001373,0
13.945,0.003896,0.002011,0.002202,0.000793,0.00121,0
13.961,0.002893,0.001417,0.001647,0.000703,0.000982,0
13.978,0.003567,0.001998,0.001743,0.000724,0.001046,0
14.007,0.002686,0.000999,0.001514,0.000791,0.001011,0
14.023,0.00322,0.001866,0.001524,0.000655,0.000903,0
14.038,0.003259,0.001644,0.001793,0.000748,0.001062,0
14.069,0.003185,0.001598,0.001529,0.000771,0.001053,0
14.085,0.002733,0.00126,0.00141,0.000722,0.00097,0
14.1,0.003312,0.00159,0.001886,0.000847,0.001196,0
14.115,0.003792,0.002506,0.001863,0.000808,0.001169,0
14.148,0.003529,0.002265,0.001493,0.000777,0.001095,0
14.164,0.003159,0.001578,0.001718,0.000756,0.001071,0
14.179,0.003449,0.001675,0.001672,0.00077,0.001084,0
14.209,0.00352,0.00198,0.001373,0.000839,0.001125,0
14.225,0.003352,0.001826,0.001703,0.000818,0.001158,0
14.241,0.002574,0.001411,0.001079,0.000779,0.001013,0
14.258,0.002816,0.001113,0.001649,0.000826,0.001197,0
14.289,0.002884,0.001715,0.001348,0.000738,0.000979,0
14.304,0.003099,0.001458,0.001447,0.000888,0.001118,0
14.321,0.002803,0.001183,0.001581,0.000866,0.001231,0
14.336,0.002499,0.001008,0.001408,0.000796,0.001096,0
14.367,0.003006,0.001197,0.001586,0.00087,0.001248,0
14.383,0.003143,0.001178,0.00193,0.001011,0.001361,0
14.399,0.003051,0.00101,0.001895,0.000888,0.001255,0
14.43,0.002865,0.00091,0.001939,0.000808,0.001211,0
14.433,0.003557,0.001439,0.002283,0.00097,0.001497,0
14.463,0.003123,0.001118,0.001627,0.001227,0.001749,0
14.477,0.003698,0.001562,0.002182,0.000968,0.001495,0
14.509,0.00311,0.000852,0.002268,0.00096,0.001485,0
14.525,0.002868,0.000947,0.002019,0.000904,0.001349,0
14.541,0.003135,0.001037,0.002216,0.000924,0.001356,0
14.556,0.003229,0.000983,0.002257,0.00091,0.001326,0
14.589,0.003486,0.001106,0.002617,0.000935,0.001496,0
14.604,0.003199,0.00098,0.002093,0.000912,0.001358,0
14.62,0.003545,0.001343,0.002308,0.001063,0.001698,0
14.65,0.003793,0.001468,0.002464,0.001111,0.001775,0
14.653,0.003407,0.001341,0.002191,0.000766,0.001257,0
14.684,0.002683,0.00089,0.001962,0.000731,0.001152,0
14.698,0.003384,0.000999,0.002233,0.000874,0.001398,0
14.729,0.003654,0.001285,0.002104,0.001063,0.001582,0
14.745,0.003328,0.001791,0.0017,0.000963,0.001322,0
14.76,0.003081,0.000882,0.002095,0.001156,0.001589,0
14.776,0.002523,0.000696,0.001697,0.001053,0.001371,0
14.808,0.002975,0.000985,0.001939,0.000931,0.001295,0
14.824,0.002622,0.001115,0.001531,0.000905,0.001236,0
14.84,0.002996,0.001617,0.00152,0.000893,0.001235,0
14.871,0.002664,0.001032,0.001667,0.000882,0.001273,0
14.875,0.003263,0.001636,0.001727,0.000973,0.001319,0
14.902,0.00228,0.001062,0.001336,0.000719,0.001002,0
14.917,0.002666,0.001109,0.00159,0.000724,0.001049,0
14.947,0.002577,0.001274,0.001197,0.000738,0.001017,0
14.965,0.002937,0.001509,0.001389,0.000821,0.001115,0
14.98,0.002983,0.001707,0.001447,0.000702,0.001014,0
15.012,0.002194,0.000844,0.001203,0.000659,0.000929,0
15.014,0.002893,0.00105,0.001868,0.000655,0.001067,0
15.043,0.002548,0.000871,0.001615,0.000612,0.000924,0
15.06,0.001968,0.000703,0.001108,0.00053,0.000752,0
15.075,0.001932,0.000815,0.001072,0.000498,0.000715,0
15.106,0.003228,0.002153,0.001482,0.000513,0.000813,0
15.121,0.002189,0.000896,0.001222,0.000559,0.000812,0
15.136,0.002006,0.000851,0.001095,0.000547,0.000739,0
15.168,0.002294,0.000644,0.001476,0.000584,0.000843,0
15.183,0.002322,0.001278,0.001025,0.000564,0.000748,0
15.199,0.00176,0.000712,0.001,0.000631,0.000787,0
15.229,0.002692,0.001167,0.001413,0.001006,0.001167,0
15.246,0.00217,0.001071,0.000952,0.00099,0.001108,0
15.261,0.002076,0.000901,0.00106,0.000797,0.001005,0
15.276,0.00215,0.001047,0.001125,0.00064,0.000871,0
15.307,0.002626,0.001333,0.001315,0.00057,0.000811,0
15.321,0.001937,0.000961,0.000938,0.000586,0.000758,0
15.339,0.002307,0.001256,0.001228,0.000583,0.000794,0
15.367,0.00168,0.000832,0.000873,0.00049,0.000645,0
15.383,0.003111,0.001444,0.001793,0.00054,0.000868,0
15.399,0.002242,0.000743,0.001467,0.00053,0.00078,0
15.43,0.002193,0.001087,0.001118,0.000556,0.000739,0
15.445,0.002289,0.001335,0.000883,0.000523,0.000664,0
15.46,0.002201,0.00137,0.000896,0.000553,0.000697,0
15.476,0.001921,0.000884,0.000878,0.000446,0.0006,0
15.507,0.001885,0.001044,0.000702,0.00044,0.00055,0
15.522,0.002455,0.001529,0.001126,0.000486,0.000691,0
15.538,0.002489,0.001748,0.001032,0.000489,0.000657,0
15.57,0.001826,0.001007,0.000776,0.000491,0.000635,0
15.585,0.001661,0.00086,0.000792,0.000573,0.000736,0
15.601,0.001671,0.000876,0.000754,0.000619,0.000786,0
15.618,0.002013,0.001122,0.000875,0.000629,0.000767,0
15.647,0.002358,0.001113,0.001241,0.000526,0.000765,0
15.663,0.001867,0.001124,0.00085,0.00044,0.000602,0
15.679,0.001666,0.000778,0.000864,0.0004,0.000578,0
15.711,0.002714,0.001734,0.001141,0.000435,0.000659,0
15.713,0.00254,0.001482,0.001231,0.000497,0.000729,0
15.742,0.001814,0.000976,0.000913,0.000473,0.000661,0
15.758,0.002299,0.001159,0.001251,0.000528,0.000801,0
15.788,0.002889,0.001953,0.001167,0.000538,0.000765,0
15.804,0.002752,0.001595,0.001188,0.000756,0.001003,0
15.819,0.003128,0.001688,0.001418,0.000953,0.001174,0
15.851,0.002889,0.001652,0.001326,0.000828,0.001097,0
15.853,0.002844,0.001479,0.001319,0.000682,0.001018,0
15.882,0.002933,0.001475,0.001501,0.000584,0.00088,0
15.897,0.002434,0.001462,0.001012,0.00051,0.000722,0
15.928,0.002282,0.001369,0.001089,0.000472,0.000669,0
15.945,0.002593,0.00134,0.001412,0.000584,0.000874,0
15.959,0.002435,0.001284,0.00118,0.0005,0.000751,0
15.991,0.00239,0.001211,0.001082,0.000428,0.000651,0
15.994,0.002007,0.000779,0.001083,0.000405,0.000629,0
16.022,0.002401,0.000964,0.001314,0.000448,0.000716,0
16.038,0.002701,0.001399,0.001179,0.00044,0.000684,0
16.068,0.002696,0.001477,0.001353,0.000531,0.000818,0
16.085,0.002865,0.001361,0.001468,0.000586,0.000915,0
16.1,0.003075,0.00159,0.001292,0.000529,0.000805,0
16.132,0.00308,0.001692,0.001222,0.000547,0.000829,0
16.134,0.002649,0.001455,0.001304,0.000551,0.000807,0
16.162,0.003259,0.00159,0.001733,0.000557,0.00091,0
16.178,0.003353,0.001982,0.00149,0.000605,0.000938,0
16.209,0.002996,0.001321,0.001562,0.000635,0.001019,0
16.224,0.003443,0.002101,0.001496,0.000634,0.000996,0
16.24,0.002507,0.001185,0.001263,0.000611,0.000933,0
16.271,0.003058,0.001724,0.001496,0.000659,0.001032,0
16.274,0.003582,0.001975,0.001728,0.000771,0.001163,0
16.303,0.003264,0.001768,0.001697,0.000754,0.001165,0
16.317,0.002956,0.001125,0.00177,0.000942,0.001336,0
16.349,0.003024,0.001199,0.0016,0.001094,0.001539,0
16.365,0.003096,0.001241,0.001553,0.001052,0.001482,0
16.38,0.003306,0.001357,0.001901,0.001172,0.001677,0
16.397,0.003321,0.001505,0.00178,0.001095,0.001462,0
16.428,0.003442,0.001238,0.002153,0.000991,0.001403,0
16.444,0.003237,0.001525,0.001538,0.000803,0.001111,0
16.461,0.003347,0.001475,0.001868,0.000797,0.001216,0
16.476,0.002697,0.001156,0.001611,0.00077,0.001098,0
16.507,0.002792,0.001251,0.001607,0.000813,0.001176,0
16.524,0.00397,0.002152,0.001868,0.000754,0.001141,0
16.539,0.002949,0.001306,0.00155,0.000897,0.001134,0
16.57,0.003161,0.001679,0.001458,0.000778,0.00105,0
16.587,0.003038,0.00158,0.001635,0.000812,0.001127,0
16.602,0.003301,0.001691,0.001819,0.000828,0.001137,0
16.617,0.003271,0.001592,0.001886,0.000703,0.00106,0
16.649,0.002763,0.001101,0.001473,0.000821,0.001088,0
16.663,0.003225,0.001548,0.001587,0.000924,0.001272,0
16.679,0.003935,0.001902,0.002067,0.000989,0.001407,0
16.711,0.003053,0.001099,0.001539,0.00082,0.001143,0
16.714,0.003015,0.001557,0.001596,0.000828,0.001167,0
16.744,0.003436,0.001255,0.002021,0.000801,0.001199,0
16.758,0.00323,0.001302,0.001539,0.000789,0.001091,0
16.789,0.003216,0.001328,0.001761,0.000733,0.001114,0
16.804,0.00234,0.001241,0.001299,0.000675,0.000983,0
16.819,0.003096,0.001482,0.0017,0.000711,0.001052,0
16.852,0.002888,0.000932,0.001835,0.000854,0.001211,1
16.854,0.002506,0.000922,0.001481,0.000687,0.001001,0
16.882,0.002798,0.001143,0.001544,0.00079,0.001123,0
16.897,0.003513,0.001274,0.002202,0.000828,0.001284,0
16.929,0.004679,0.001877,0.002935,0.001086,0.001598,0
16.944,0.003983,0.001517,0.002603,0.000861,0.001372,1
16.959,0.004013,0.001579,0.002456,0.0008,0.001272,0
16.991,0.003797,0.001447,0.00187,0.001022,0.001313,0
16.993,0.007958,0.002169,0.003207,0.003758,0.004012,0
17.023,0.00891,0.003163,0.002584,0.003952,0.00402,0
17.037,0.011599,0.005607,0.002904,0.004098,0.004313,0
17.069,0.008504,0.003519,0.002031,0.003356,0.003514,0
17.084,0.006992,0.004096,0.002051,0.001549,0.001783,0
17.099,0.006985,0.003503,0.001901,0.002153,0.002024,0
17.13,0.006047,0.002709,0.001553,0.001271,0.001477,0
17.133,0.004291,0.002442,0.001292,0.001297,0.001437,0
17.163,0.006756,0.004469,0.001576,0.001011,0.001225,0
17.177,0.008779,0.004947,0.00189,0.00122,0.001557,0
17.208,0.008921,0.005902,0.001641,0.000974,0.001198,0
17.225,0.003895,0.001339,0.001193,0.000966,0.001161,0
17.24,0.004813,0.002207,0.001306,0.00105,0.001193,0
17.271,0.003395,0.001237,0.001467,0.001269,0.001339,0
17.273,0.003527,0.00159,0.001181,0.001348,0.001427,0
17.302,0.002798,0.001328,0.001226,0.000892,0.001081,0
17.319,0.002619,0.001293,0.001256,0.000799,0.000966,0
17.348,0.002019,0.000804,0.000872,0.000744,0.00084,0
17.365,0.002837,0.00104,0.000833,0.000632,0.000738,0
17.38,0.002215,0.001066,0.001046,0.000576,0.000737,0
17.396,0.002009,0.001281,0.000763,0.000536,0.000632,0
17.426,0.002466,0.001223,0.000924,0.000559,0.000672,0
17.442,0.001928,0.000706,0.000838,0.000512,0.00062,0
17.457,0.001733,0.000717,0.000736,0.000406,0.000535,0
17.489,0.001667,0.000745,0.000725,0.00043,0.00054,0
17.506,0.002142,0.00095,0.000793,0.000481,0.000647,0
17.52,0.002089,0.00092,0.000697,0.000491,0.000605,0
17.535,0.001246,0.00068,0.000574,0.000483,0.000629,0
17.567,0.001748,0.000871,0.000811,0.000487,0.000584,0
17.582,0.00181,0.001001,0.000836,0.000407,0.000549,0
17.597,0.001852,0.001069,0.000586,0.000437,0.00051,0
17.628,0.001844,0.00099,0.000688,0.000339,0.000471,0
17.645,0.001483,0.000801,0.000747,0.000327,0.000457,0
17.66,0.001652,0.000791,0.000809,0.000343,0.000473,0
17.692,0.001564,0.000565,0.000633,0.000374,0.000456,0
17.695,0.001994,0.001027,0.000732,0.0003,0.000446,0
17.723,0.001409,0.000561,0.000674,0.000316,0.000435,0
17.739,0.001446,0.000842,0.000679,0.000271,0.000402,0
17.769,0.001462,0.000865,0.000633,0.000308,0.000424,0
17.784,0.001338,0.000749,0.000621,0.00026,0.000384,0
17.8,0.001772,0.001142,0.000588,0.000284,0.000375,0
17.83,0.001142,0.000515,0.000597,0.000254,0.000368,0
17.833,0.001333,0.000722,0.000747,0.00029,0.000427,0
17.862,0.001337,0.000706,0.000712,0.000248,0.000383,0
17.877,0.001895,0.001072,0.000793,0.000234,0.000406,0
17.908,0.001598,0.000984,0.000752,0.000259,0.000416,0
17.924,0.001435,0.000638,0.000784,0.000252,0.000425,0
17.94,0.001632,0.000794,0.000791,0.000295,0.000449,0
17.971,0.00193,0.001013,0.000895,0.000263,0.000444,0
17.974,0.002085,0.001234,0.000992,0.000271,0.000472,0
18.003,0.001741,0.000806,0.00097,0.000273,0.000482,0
18.018,0.002001,0.001043,0.001097,0.000294,0.000539,0
18.049,0.002004,0.000774,0.001188,0.000303,0.000559,0
