t,rms,lo,mid,hi,air,sig
53.325,0.002787,0.001759,0.001202,0.000628,0.000863,0
53.341,0.002938,0.001168,0.001605,0.000717,0.001033,0
53.356,0.003111,0.00141,0.001898,0.000794,0.001212,0
53.387,0.0029,0.001001,0.001848,0.000734,0.0012,0
53.403,0.002187,0.000762,0.001367,0.000687,0.001004,0
53.419,0.001933,0.000693,0.001206,0.000547,0.000823,0
53.45,0.002826,0.001062,0.001812,0.00065,0.001065,0
53.453,0.00259,0.000928,0.001486,0.000626,0.00096,0
53.481,0.002863,0.001125,0.001533,0.000554,0.000876,0
53.496,0.00278,0.001141,0.00148,0.000634,0.000995,0
53.527,0.002604,0.001161,0.001264,0.000613,0.000923,0
53.543,0.002989,0.001451,0.00162,0.000706,0.001089,0
53.557,0.002866,0.001038,0.001738,0.000737,0.001109,0
53.589,0.002845,0.001221,0.001587,0.000634,0.000982,0
53.593,0.002195,0.000746,0.001332,0.000625,0.000933,0
53.619,0.002454,0.000973,0.001346,0.000665,0.000959,0
53.636,0.002496,0.001118,0.001432,0.000672,0.001019,0
53.668,0.002179,0.001079,0.001099,0.000578,0.000806,0
53.682,0.002512,0.000839,0.001555,0.0006,0.000961,0
53.697,0.002081,0.000797,0.001215,0.000544,0.000807,0
53.73,0.002153,0.001029,0.00104,0.000498,0.000735,0
53.733,0.00178,0.000727,0.000903,0.00056,0.00078,0
53.759,0.002077,0.00109,0.00117,0.000536,0.000858,0
53.775,0.002437,0.000885,0.00142,0.000587,0.000962,0
53.806,0.003511,0.001226,0.002134,0.000672,0.001131,0
53.824,0.002957,0.001146,0.001719,0.000696,0.001106,0
53.836,0.002972,0.001617,0.001571,0.000727,0.001082,0
53.869,0.003019,0.001309,0.001524,0.000682,0.001068,0
53.883,0.00284,0.001197,0.001434,0.000674,0.001006,0
53.898,0.002825,0.001458,0.001387,0.00061,0.000946,0
53.931,0.003038,0.001375,0.00178,0.000622,0.001009,0
53.934,0.004664,0.001662,0.003046,0.000898,0.001506,0
53.964,0.003524,0.001112,0.002293,0.000932,0.001451,0
53.977,0.004056,0.001364,0.002552,0.001099,0.001676,0
54.008,0.00319,0.001741,0.001647,0.00094,0.001293,0
54.023,0.002684,0.001313,0.001354,0.00072,0.00105,0
54.039,0.002814,0.00144,0.001365,0.000811,0.001133,0
54.055,0.003136,0.001416,0.001905,0.000791,0.001195,0
54.086,0.003443,0.001577,0.002179,0.000798,0.001225,0
54.102,0.002966,0.001466,0.001528,0.00076,0.001064,0
54.118,0.002848,0.001229,0.001575,0.000703,0.000981,0
54.15,0.003032,0.001491,0.001456,0.000687,0.000944,0
54.153,0.003303,0.001833,0.00117,0.000808,0.001006,0
54.18,0.002998,0.00175,0.001149,0.000621,0.00083,0
54.196,0.002884,0.001508,0.001363,0.000706,0.000936,0
54.227,0.002675,0.001214,0.001172,0.000741,0.000955,0
54.245,0.002238,0.000964,0.001149,0.000685,0.000887,0
54.259,0.003335,0.002322,0.001373,0.000771,0.001033,0
54.275,0.002764,0.001734,0.001318,0.000754,0.001028,0
54.307,0.003199,0.002036,0.001446,0.000751,0.001035,0
54.322,0.003585,0.002347,0.001551,0.000725,0.001005,0
54.34,0.003018,0.001399,0.001248,0.00071,0.000965,0
54.352,0.003197,0.001857,0.001274,0.000805,0.001117,0
54.383,0.003394,0.002167,0.001537,0.000755,0.001079,0
54.399,0.00212,0.000905,0.001027,0.000789,0.001028,0
54.415,0.002679,0.001298,0.001352,0.00079,0.001123,0
54.446,0.002353,0.000958,0.001239,0.000692,0.000929,0
54.462,0.002862,0.001587,0.001336,0.000864,0.001088,0
54.478,0.002795,0.001453,0.00146,0.000805,0.001153,0
54.509,0.002842,0.001601,0.001282,0.000733,0.001025,0
54.512,0.002674,0.00111,0.00139,0.000808,0.001156,0
54.542,0.003057,0.000816,0.001961,0.000996,0.001372,0
54.556,0.003176,0.001141,0.001966,0.000882,0.001262,0
54.588,0.0025,0.0008,0.001752,0.000756,0.001126,0
54.603,0.003225,0.00128,0.002124,0.000924,0.001434,0
54.619,0.003226,0.001308,0.001614,0.001204,0.001703,0
54.636,0.003088,0.000991,0.001948,0.000948,0.001477,0
54.666,0.00314,0.000937,0.002245,0.000919,0.001477,0
54.683,0.002915,0.000839,0.002077,0.000893,0.001351,0
54.698,0.002996,0.001066,0.002088,0.000884,0.0013,0
54.729,0.003006,0.001199,0.001881,0.000824,0.001179,0
54.732,0.003584,0.001493,0.002587,0.000877,0.00144,0
54.76,0.003111,0.001058,0.002096,0.000902,0.001372,0
54.774,0.003241,0.001035,0.002126,0.001054,0.00168,0
54.805,0.003514,0.001257,0.002375,0.001096,0.00176,0
54.822,0.003154,0.000996,0.002172,0.000731,0.001261,0
54.836,0.002681,0.000786,0.001982,0.000732,0.001184,0
54.867,0.003508,0.001273,0.002189,0.000806,0.001345,0
54.884,0.003597,0.001562,0.001957,0.000979,0.001515,0
54.899,0.003077,0.001302,0.001803,0.000898,0.001278,0
54.93,0.003151,0.001145,0.002066,0.001148,0.001585,0
54.933,0.002546,0.000769,0.001655,0.001041,0.001347,0
54.961,0.00266,0.000786,0.001735,0.000897,0.001255,0
54.978,0.002558,0.000975,0.001519,0.000899,0.001258,0
55.007,0.003035,0.001673,0.001466,0.000858,0.001223,0
55.023,0.002991,0.001337,0.001835,0.000869,0.001296,0
55.038,0.003248,0.001844,0.001659,0.000914,0.001257,0
55.072,0.002335,0.001216,0.001287,0.000665,0.000947,0
55.076,0.002555,0.000964,0.001529,0.000666,0.001,0
55.101,0.002522,0.001437,0.00117,0.000684,0.000934,0
55.117,0.002628,0.001247,0.001331,0.000786,0.001087,0
55.147,0.002159,0.000995,0.001318,0.000688,0.00099,0
55.163,0.001796,0.000604,0.00109,0.0006,0.000865,0
55.179,0.003068,0.001095,0.001928,0.000612,0.001046,0
55.194,0.002397,0.000743,0.001607,0.000553,0.000903,0
55.226,0.001883,0.001013,0.000833,0.00047,0.00066,0
55.242,0.001814,0.000722,0.001019,0.000449,0.000673,0
55.26,0.002447,0.001241,0.001462,0.000466,0.000761,0
55.273,0.002369,0.001369,0.001158,0.000452,0.000718,0
55.304,0.002051,0.000767,0.001263,0.000467,0.00072,0
55.321,0.002153,0.000801,0.001337,0.000482,0.000727,0
55.337,0.002124,0.000977,0.001073,0.000474,0.000693,0
55.368,0.001753,0.00075,0.000922,0.000592,0.000759,0
55.383,0.002338,0.000925,0.001337,0.000946,0.0011,0
55.4,0.001911,0.000764,0.001002,0.000955,0.001083,0
55.415,0.001871,0.000721,0.001068,0.000761,0.000969,0
55.446,0.001938,0.001019,0.000977,0.000555,0.000748,0
55.462,0.002224,0.000963,0.001173,0.00051,0.00075,0
55.477,0.001415,0.00061,0.0007,0.000524,0.000662,0
55.508,0.001837,0.000821,0.001082,0.000509,0.000704,0
55.523,0.001826,0.000917,0.000958,0.00047,0.000651,0
55.539,0.002688,0.000898,0.001774,0.000502,0.000845,0
55.555,0.002378,0.000857,0.001511,0.000507,0.000792,0
55.589,0.001531,0.00066,0.00087,0.000429,0.000599,0
55.593,0.001587,0.000962,0.000685,0.0004,0.000522,0
55.632,0.001657,0.000905,0.000775,0.000476,0.000625,0
55.635,0.001936,0.001253,0.000834,0.000374,0.000538,0
55.662,0.001943,0.001196,0.000717,0.000362,0.000502,0
55.678,0.001993,0.001069,0.001115,0.000437,0.000653,0
55.709,0.002481,0.001444,0.001169,0.000479,0.000675,0
55.712,0.001603,0.000929,0.000654,0.000439,0.000542,0
55.741,0.001788,0.000963,0.000718,0.000501,0.000654,0
55.755,0.001954,0.001256,0.000718,0.000605,0.00078,0
55.787,0.002258,0.001556,0.000896,0.000614,0.000751,0
55.802,0.002137,0.000884,0.001135,0.000463,0.000691,0
55.819,0.001971,0.000892,0.000914,0.000422,0.000599,0
55.835,0.001938,0.001082,0.000917,0.000415,0.000605,0
55.866,0.002533,0.00153,0.001098,0.000396,0.000625,0
55.881,0.002656,0.001061,0.001143,0.000462,0.000688,0
55.896,0.002587,0.001389,0.000902,0.000488,0.000699,0
55.928,0.002138,0.00102,0.001199,0.000512,0.000775,0
55.943,0.002703,0.001611,0.001137,0.000548,0.000774,0
55.961,0.00282,0.001648,0.001226,0.000725,0.000972,0
55.977,0.002622,0.001366,0.001287,0.000975,0.00118,0
56.006,0.002425,0.001034,0.001326,0.000841,0.001115,0
56.023,0.002426,0.000845,0.001252,0.00071,0.001059,0
56.037,0.002759,0.001071,0.001515,0.000583,0.000887,0
56.069,0.002069,0.001084,0.000979,0.000496,0.000704,0
56.084,0.002082,0.001127,0.000929,0.00043,0.0006,0
56.1,0.002788,0.001617,0.001361,0.000549,0.000823,0
56.116,0.002165,0.0009,0.001177,0.000462,0.000716,0
56.147,0.002145,0.00104,0.001026,0.000404,0.000626,0
56.162,0.001989,0.000828,0.001156,0.000414,0.000662,0
56.177,0.002532,0.001109,0.001246,0.000447,0.0007,0
56.209,0.002076,0.000928,0.001015,0.000439,0.000646,0
56.224,0.002356,0.001227,0.001191,0.000475,0.000727,0
56.242,0.002308,0.000856,0.001311,0.000513,0.000804,0
56.257,0.002791,0.001145,0.001178,0.000517,0.000775,0
56.287,0.002815,0.001463,0.001187,0.00053,0.000806,0
56.304,0.002625,0.001198,0.001414,0.000537,0.00086,0
56.319,0.00303,0.001421,0.001631,0.000529,0.000858,0
56.338,0.002794,0.001227,0.001411,0.000586,0.000906,0
56.366,0.002604,0.001158,0.001423,0.000615,0.000971,0
56.382,0.002768,0.001313,0.001404,0.000639,0.00097,0
56.397,0.002617,0.001194,0.001276,0.000612,0.000945,0
56.43,0.002561,0.001099,0.001392,0.00065,0.00101,0
56.433,0.002938,0.001214,0.001594,0.000702,0.001087,0
56.459,0.00315,0.001513,0.001762,0.000768,0.001197,0
56.475,0.003022,0.001453,0.001762,0.000886,0.00132,0
56.506,0.003093,0.001469,0.00154,0.001101,0.001538,0
56.523,0.003038,0.001355,0.001538,0.001037,0.001479,0
56.539,0.003441,0.001234,0.001923,0.001196,0.001693,0
56.571,0.003079,0.001251,0.001755,0.00109,0.001448,0
56.575,0.003688,0.001409,0.002133,0.001013,0.001435,0
56.6,0.003011,0.001146,0.001605,0.000799,0.001129,0
56.616,0.003286,0.001429,0.001844,0.000802,0.001201,0
56.647,0.003062,0.001188,0.001535,0.000779,0.001082,0
56.663,0.003145,0.00152,0.001629,0.000811,0.001168,0
56.679,0.003264,0.00144,0.001781,0.000744,0.001102,0
56.694,0.002758,0.001172,0.00147,0.00089,0.001101,0
56.725,0.002841,0.001252,0.001547,0.000813,0.001098,0
56.74,0.003173,0.001728,0.001624,0.000876,0.001176,0
56.758,0.002877,0.001062,0.001715,0.000864,0.001148,0
56.788,0.003052,0.001207,0.001757,0.000729,0.001048,0
56.803,0.002604,0.001,0.001392,0.000794,0.00104,0
56.819,0.002882,0.001144,0.001577,0.00092,0.001259,0
56.851,0.003813,0.001364,0.002074,0.001012,0.001416,0
56.854,0.004986,0.002142,0.0015,0.000802,0.001107,0
56.881,0.004259,0.001881,0.001548,0.000836,0.001164,0
56.898,0.003201,0.001402,0.001923,0.000865,0.001218,0
56.929,0.002684,0.000956,0.00164,0.000879,0.001195,0
56.945,0.00297,0.001032,0.001645,0.000788,0.001103,0
56.96,0.002835,0.001273,0.00131,0.000739,0.001019,0
56.976,0.00309,0.001575,0.00165,0.000732,0.001033,0
57.007,0.002785,0.000897,0.001787,0.000906,0.001242,1
57.022,0.002754,0.00137,0.001453,0.000778,0.001061,0
57.037,0.003135,0.001554,0.001675,0.000825,0.001148,0
57.068,0.003523,0.001423,0.002255,0.000923,0.001352,0
57.084,0.004513,0.001631,0.002865,0.001023,0.001507,0
57.098,0.004158,0.001793,0.002606,0.000906,0.001366,1
57.131,0.003899,0.001425,0.002429,0.000905,0.001333,0
57.134,0.004237,0.001804,0.001979,0.001055,0.001339,0
57.161,0.007918,0.00199,0.003185,0.00373,0.003973,0
57.177,0.008715,0.002477,0.00253,0.003956,0.004101,0
57.207,0.011316,0.0055,0.0028,0.003962,0.00415,0
57.222,0.009519,0.004228,0.002023,0.003371,0.003536,0
57.238,0.006963,0.004425,0.002057,0.001614,0.001841,0
57.27,0.006429,0.003004,0.001811,0.002115,0.001963,0
57.273,0.005389,0.002437,0.001552,0.001312,0.001485,0
57.301,0.004229,0.002282,0.001288,0.001279,0.00143,0
57.317,0.007732,0.004989,0.001491,0.00108,0.001266,0
57.349,0.009897,0.005871,0.001979,0.001255,0.001587,0
57.352,0.008153,0.00523,0.001685,0.001081,0.001284,0
57.38,0.003874,0.001356,0.001115,0.001041,0.001156,0
57.395,0.005132,0.002411,0.001208,0.001205,0.001245,0
57.426,0.003318,0.001225,0.001449,0.001338,0.001368,0
57.445,0.003456,0.00151,0.001156,0.0011,0.001175,0
57.458,0.002518,0.000889,0.001117,0.000851,0.000993,0
57.488,0.002495,0.000745,0.001266,0.000818,0.000926,0
57.505,0.002394,0.00098,0.000889,0.000806,0.000852,0
57.52,0.002487,0.000951,0.000704,0.00068,0.000715,0
57.536,0.002812,0.001687,0.000977,0.000658,0.000764,0
57.566,0.002249,0.001356,0.000819,0.000643,0.00071,0
57.582,0.002453,0.00133,0.000916,0.000615,0.00072,0
57.598,0.001922,0.000977,0.000843,0.000538,0.000643,0
57.629,0.002103,0.001225,0.000783,0.000507,0.000609,0
57.645,0.001447,0.000578,0.000687,0.000515,0.000605,0
57.66,0.001684,0.000696,0.000683,0.000508,0.000597,0
57.675,0.001881,0.001192,0.000624,0.000472,0.000581,0
57.707,0.002323,0.001556,0.000556,0.000453,0.000553,0
57.722,0.00146,0.000707,0.00068,0.000408,0.000513,0
57.739,0.002401,0.001633,0.000758,0.000407,0.000533,0
57.755,0.001991,0.001228,0.000544,0.0004,0.000476,0
57.787,0.001867,0.001043,0.000565,0.000445,0.000529,0
57.802,0.002118,0.001434,0.000522,0.00043,0.000478,0
57.819,0.001389,0.000829,0.000502,0.000442,0.000472,0
57.848,0.001948,0.001173,0.000528,0.000417,0.000471,0
57.864,0.001393,0.000639,0.000498,0.000371,0.000408,0
57.88,0.001488,0.000952,0.000446,0.000356,0.000405,0
57.895,0.001216,0.000607,0.000352,0.000452,0.000463,0
57.926,0.001536,0.000917,0.000377,0.000505,0.000493,0
57.942,0.00166,0.001056,0.00045,0.000557,0.000518,0
57.957,0.0014,0.000838,0.00041,0.000524,0.000541,0
57.988,0.001495,0.00085,0.000406,0.000563,0.000574,0
58.003,0.002895,0.001835,0.000392,0.000401,0.000427,0
58.02,0.001735,0.000971,0.000355,0.000429,0.00045,0
58.035,0.00141,0.000812,0.000422,0.00052,0.000563,0
58.066,0.001193,0.000814,0.000263,0.000376,0.000386,0
58.082,0.001397,0.000768,0.000315,0.000318,0.000351,0
58.1,0.00135,0.000689,0.000345,0.000317,0.000363,0
58.113,0.001448,0.00105,0.000327,0.000319,0.000355,0
58.145,0.002564,0.001291,0.000356,0.000315,0.000356,0
58.161,0.001602,0.00087,0.000465,0.000312,0.000392,0
58.176,0.001273,0.000922,0.000326,0.000302,0.000344,0
58.207,0.001239,0.000735,0.000335,0.000288,0.000337,0
58.222,0.001327,0.000961,0.000376,0.000291,0.000351,0
58.237,0.001202,0.000702,0.000311,0.000286,0.000342,0
58.268,0.00216,0.001287,0.000377,0.000321,0.000364,0
58.286,0.001712,0.001362,0.000382,0.000322,0.000382,0
58.299,0.001473,0.000827,0.000377,0.000333,0.000385,0
58.315,0.001855,0.000973,0.000426,0.000368,0.000413,0
58.346,0.002057,0.001496,0.000398,0.000417,0.000448,0
58.362,0.001637,0.000898,0.000523,0.00046,0.000515,0
58.378,0.003795,0.00243,0.000754,0.00055,0.000636,0
58.409,0.002082,0.001288,0.000632,0.000526,0.00057,0
58.412,0.001936,0.000961,0.000581,0.000505,0.000574,0
58.441,0.003704,0.002569,0.000943,0.001055,0.001165,0
58.457,0.003876,0.002354,0.000881,0.000714,0.000851,0
58.487,0.002187,0.000965,0.000657,0.000724,0.000891,0
58.503,0.001982,0.001129,0.000697,0.000831,0.000992,0
58.518,0.004296,0.001403,0.001226,0.002842,0.002898,0
58.549,0.005899,0.001352,0.00155,0.003898,0.003812,0
58.552,0.004101,0.001214,0.000945,0.002557,0.00236,0
58.581,0.005188,0.000902,0.001713,0.003876,0.003419,0
58.596,0.00457,0.001598,0.002072,0.002516,0.002717,0
58.627,0.007747,0.002446,0.002504,0.005945,0.005415,0
58.642,0.007669,0.001308,0.002588,0.005871,0.00604,0
58.658,0.004735,0.001943,0.001489,0.003232,0.003096,0
58.688,0.002668,0.001422,0.000773,0.001503,0.001551,0
58.703,0.003276,0.001137,0.001008,0.002222,0.002191,0
58.718,0.007202,0.00313,0.002808,0.003907,0.004295,0
58.751,0.00568,0.002536,0.002057,0.002834,0.003175,0
58.755,0.00551,0.00204,0.002073,0.002291,0.002593,0
58.78,0.012456,0.006159,0.002227,0.003301,0.003535,0
58.796,0.014354,0.007169,0.003544,0.005156,0.005874,0
58.828,0.012625,0.006859,0.00262,0.003271,0.003889,0
58.844,0.011025,0.006337,0.001954,0.002279,0.002748,0
58.86,0.010314,0.005092,0.00198,0.003848,0.00371,0
58.876,0.005505,0.002862,0.001232,0.001854,0.001901,0
58.907,0.004625,0.002502,0.002115,0.001524,0.001812,0
58.922,0.005785,0.003338,0.001652,0.000903,0.001149,0
58.939,0.005055,0.002669,0.001301,0.00079,0.000989,0
58.954,0.005039,0.002525,0.000972,0.000667,0.000792,0
58.988,0.004477,0.002928,0.000685,0.000642,0.000757,0
59.001,0.0037,0.002839,0.000948,0.000857,0.000945,0
59.017,0.00426,0.00188,0.000641,0.000578,0.000627,0
59.048,0.003604,0.00193,0.00056,0.000516,0.000576,0
59.064,0.003969,0.002396,0.000623,0.000528,0.000594,0
59.083,0.00295,0.001614,0.000599,0.000526,0.000604,0
59.095,0.003149,0.001496,0.000461,0.000518,0.00056,0
59.126,0.005737,0.003021,0.000626,0.000496,0.000571,0
59.142,0.003587,0.001972,0.000931,0.000595,0.000755,0
59.157,0.002331,0.001606,0.00063,0.00055,0.000642,0
59.188,0.002117,0.001151,0.001039,0.000689,0.000863,0
59.204,0.002736,0.001146,0.00135,0.000668,0.000913,0
59.219,0.003842,0.001506,0.001791,0.000657,0.000973,0
59.234,0.005038,0.00193,0.001894,0.000929,0.001293,0
59.267,0.002858,0.001697,0.000604,0.000501,0.00056,0
59.281,0.002138,0.001259,0.000412,0.000406,0.000464,0
59.297,0.002485,0.001386,0.000481,0.000438,0.000494,0
59.327,0.002585,0.001435,0.000582,0.000469,0.000546,0
59.343,0.001795,0.001082,0.000475,0.000494,0.000524,0
59.359,0.001834,0.000908,0.000425,0.000501,0.000516,0
59.39,0.001995,0.001197,0.000503,0.000451,0.000515,0
59.393,0.002906,0.001701,0.000655,0.000501,0.000593,0
59.422,0.002154,0.001184,0.000722,0.000589,0.000676,0
59.437,0.003192,0.002098,0.001241,0.000681,0.000923,0
59.468,0.003259,0.002128,0.000578,0.000446,0.000518,0
59.484,0.002757,0.001234,0.000545,0.000514,0.000539,0
59.5,0.001397,0.000792,0.00043,0.000445,0.000471,0
59.514,0.001758,0.000925,0.000505,0.00046,0.000518,0
59.546,0.001645,0.000675,0.000522,0.000511,0.000576,0
59.561,0.001902,0.001024,0.000443,0.00049,0.000535,0
59.577,0.002421,0.000884,0.000421,0.000458,0.000494,0
59.609,0.001789,0.000951,0.00048,0.000471,0.000534,0
59.625,0.002102,0.001464,0.000458,0.000451,0.000492,0
59.64,0.002079,0.001196,0.000442,0.00044,0.000501,0
59.655,0.002147,0.001525,0.000461,0.000637,0.000617,0
59.686,0.001666,0.000867,0.000476,0.00072,0.000697,0
59.702,0.002202,0.001609,0.000515,0.000496,0.000541,0
59.717,0.002578,0.001101,0.000463,0.000431,0.000482,0
59.748,0.002308,0.001472,0.000476,0.000468,0.000512,0
59.762,0.003232,0.001975,0.000478,0.000465,0.000524,0
59.779,0.001711,0.001095,0.000444,0.000438,0.000492,0
59.794,0.001669,0.001239,0.000409,0.000481,0.000511,0
59.827,0.001655,0.000947,0.000426,0.000493,0.000532,0
59.842,0.001479,0.000581,0.000372,0.00044,0.00049,0
59.858,0.002343,0.001444,0.000461,0.000486,0.000543,0
59.889,0.001859,0.001028,0.000466,0.000511,0.000553,0
59.891,0.002288,0.001349,0.000436,0.000528,0.000568,0
59.92,0.001833,0.001208,0.00043,0.000548,0.000557,0
59.935,0.001941,0.001064,0.000459,0.000591,0.000613,0
59.966,0.001749,0.000961,0.000442,0.000517,0.000546,0
59.982,0.001979,0.001454,0.000459,0.000455,0.000502,0
59.998,0.001336,0.000736,0.000441,0.000447,0.000486,0
60.029,0.002171,0.00111,0.000478,0.000467,0.000508,0
