t,type,info,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31
42.774,hid,"22,24,25,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,254,255,3,0,5,0,0,16,0,0
42.79,hid,"18,19,20,22,24,25,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,255,255,254,255,8,0,250,15,0,0
42.805,hid,"18,19,20,22,23,24,25,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,3,0,0,0,2,0,14,0,4,16,0,0
42.837,hid,"18,19,20,22,23,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,5,0,7,0,8,16,0,0
42.852,hid,"18,19,20,22,23,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,0,0,14,0,13,0,2,16,0,0
42.868,hid,"20,22,24,26,27,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,1,0,4,0,255,255,1,16,0,0
42.899,hid,"18,22,23,24,25,26,27,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,2,0,255,255,254,255,2,0,246,15,0,0
42.9,hid,"18,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,255,2,0,255,255,253,255,5,0,248,15,0,0
42.93,hid,"18,19,20,22,24,25,26,27,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,254,255,0,0,255,255,253,15,0,0
42.946,hid,"18,19,20,21,22,23,24,25,26,27",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,0,0,252,255,10,0,253,15,0,0
42.977,hid,"20,21,22,23,24,25,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,254,255,0,0,6,0,2,16,0,0
42.993,hid,"22,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,255,255,3,0,13,0,6,16,0,0
43.009,hid,"18,19,24,25,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,255,255,253,255,4,0,254,15,0,0
43.025,hid,"18,19,24,25,26,27,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,255,255,1,0,253,255,248,15,0,0
43.056,hid,"18,19,22,23,24,25,26,27,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,253,255,9,0,4,16,0,0
43.072,hid,"18,19,20,22,23,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,3,0,254,255,247,255,0,0,3,16,0,0
43.087,hid,"18,20,22,24,25,26",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,2,0,255,255,1,0,1,0,3,16,0,0
43.118,hid,"18,20,22,24,25,26,27,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,4,0,253,255,255,255,251,255,1,16,0,0
43.133,hid,"18,19,20,22,24,25,26,27,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,255,255,4,0,9,0,8,16,0,0
43.148,hid,"18,19,20,22,24,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,3,0,254,255,1,0,0,0,253,15,0,0
43.181,hid,"22,23,24,25,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,3,0,1,0,247,255,7,0,2,16,0,0
43.213,hid,"18,20,22,23,24,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,1,0,255,255,255,255,5,0,250,15,0,0
43.228,hid,"18,19,20,22,23,24,25,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12,0,255,15,0,0
43.26,hid,"18,19,20,22,23,24,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,255,1,0,255,255,4,0,9,0,2,16,0,0
43.26,hid,"18,22,23,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,1,0,0,0,4,0,9,0,0,16,0,0
43.29,hid,"18,19,22,23,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,254,255,3,0,4,0,8,16,0,0
43.305,hid,"20,22,23,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,6,0,2,16,0,0
43.336,hid,"18,19,20,22,23,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,0,0,254,255,7,0,8,0,4,16,0,0
43.351,hid,"18,19,22,23,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,16,0,0
43.366,hid,"18,19,20,22,23,24,25,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,255,255,255,255,5,0,6,16,0,0
43.398,hid,"18,19,24,25,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,255,255,12,0,6,0,246,15,0,0
43.414,hid,"18,19,22,23,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,0,0,5,0,8,0,252,15,0,0
43.43,hid,"20,22,23,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,3,0,253,255,1,0,19,0,254,15,0,0
43.446,hid,"20,22,24,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,255,255,0,0,8,0,2,16,0,0
43.477,hid,"18,19,20,22,24,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,1,0,0,0,253,15,0,0
43.492,hid,"20,22,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,255,255,5,0,2,0,254,15,0,0
43.508,hid,"18,19,20,24,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,255,2,0,255,255,6,0,9,0,0,16,0,0
43.54,hid,"18,19,20,22,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,254,255,6,0,15,0,253,15,0,0
43.54,hid,"20,22,24,26",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,255,255,5,0,8,0,253,15,0,0
43.571,hid,"20,24,25,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,255,255,249,255,5,0,255,15,0,0
43.586,hid,"18,22,24,25,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,254,255,3,0,8,0,1,16,0,0
43.617,hid,"18,19,20,22,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,255,255,3,0,2,0,6,16,0,0
43.633,hid,"18,20,24,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,2,0,255,255,2,0,8,0,252,15,0,0
43.649,hid,"18,22,23,24,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,0,0,0,0,0,0,10,16,0,0
43.665,hid,"18,20,22,23,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,0,0,255,255,1,0,2,0,1,16,0,0
43.696,hid,"18,24,25,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,255,255,254,255,5,0,255,15,0,0
43.711,hid,"20,24,25,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,255,255,3,0,2,0,4,16,0,0
43.726,hid,"18,19,20,22,23,24,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,249,15,0,0
43.758,hid,"18,19,20,22,23,24,25,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,254,255,251,255,6,0,254,15,0,0
43.774,hid,"24,25,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,254,255,6,0,4,0,0,16,0,0
43.789,hid,"18,20,22,24,25,26,27,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,2,0,253,255,252,255,253,255,6,16,0,0
43.805,hid,"18,19,22,24,25,26,27,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,255,255,0,0,4,0,9,16,0,0
43.835,hid,"18,19,22,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,253,255,1,0,3,0,2,16,0,0
43.851,hid,"20,22,24,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,254,255,2,0,18,0,249,15,0,0
43.866,hid,"18,20,22,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,3,0,255,255,6,0,2,0,253,15,0,0
43.897,hid,"18,19,20,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,255,255,2,0,7,0,251,15,0,0
43.913,hid,"18,19,20,22,24,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,253,255,0,0,4,0,0,16,0,0
43.928,hid,"20,22,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,255,255,7,0,5,0,3,16,0,0
43.959,hid,"18,20,24,25,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,255,3,0,255,255,255,255,9,0,252,15,0,0
43.959,hid,"18,24,26",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,3,0,255,255,250,255,10,0,252,15,0,0
43.991,hid,"18,22,23,24,25,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,3,0,0,0,7,0,9,0,253,15,0,0
44.006,hid,"18,19,20,22,23,24,25,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,255,255,254,255,5,0,4,16,0,0
44.037,hid,"18,19,20,22,24,25,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,254,255,4,0,5,0,250,15,0,0
44.052,hid,"18,22,24,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,1,0,255,255,0,0,5,0,245,15,0,0
44.068,hid,"18,20,22,23,24,25,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,1,0,254,255,4,0,248,15,0,0
44.099,hid,"18,20,21,22,23,24,25,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,255,255,254,255,10,0,4,0,7,16,0,0
44.115,hid,"20,21,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,2,0,254,255,6,0,13,0,3,16,0,0
44.131,hid,"18,20,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,254,255,2,0,0,0,9,16,0,0
44.146,hid,"18,19,20,22,23,24,25,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,254,255,2,0,6,16,0,0
44.178,hid,"18,19,22,24,25,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,1,0,4,0,7,0,250,15,0,0
44.194,hid,"18,19,20,22,23,24,26",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,10,0,9,0,250,15,0,0
44.209,hid,"18,19,22,23,24,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,0,0,0,0,4,0,6,0,5,16,0,0
44.225,hid,"18,19,20,22,23,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,253,255,5,0,11,0,3,16,0,0
44.257,hid,"18,19,22,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,2,0,254,255,11,0,2,0,4,16,0,0
44.273,hid,"18,19,22,24,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,255,255,2,0,4,0,251,15,0,0
44.288,hid,"18,19,20,22,24,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,3,0,254,255,8,0,14,0,2,16,0,0
44.318,hid,"18,19,22,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,253,255,8,0,7,0,1,16,0,0
44.334,hid,"20,22,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,254,255,8,0,4,0,252,15,0,0
44.349,hid,"18,19,20,22,24,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,3,0,255,255,13,0,19,0,2,16,0,0
44.364,hid,"20,22,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,1,0,253,255,19,0,11,0,3,16,0,0
44.396,hid,"22,23,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,1,0,1,0,3,0,3,0,0,16,0,0
44.411,hid,"22,24,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,1,0,0,0,11,0,6,0,251,15,0,0
44.426,hid,"18,20,22,23,24,26,27,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,254,255,8,0,255,255,4,16,0,0
44.458,hid,"18,19,20,22,23,24,25,26,27,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,255,255,1,0,253,15,0,0
44.473,hid,"18,19,22,24,25,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,1,0,1,0,5,0,252,15,0,0
44.489,hid,"18,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,1,0,1,0,1,0,7,0,250,15,0,0
44.505,hid,"20,21,24,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,255,255,1,0,0,0,11,0,2,16,0,0
44.537,hid,"18,19,20,21,22,23,24,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,254,255,3,0,10,0,252,15,0,0
44.554,hid,"18,19,22,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,2,0,255,255,8,0,15,0,248,15,0,0
44.569,hid,"18,19,20,21,22,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,254,255,15,0,14,0,254,15,0,0
44.585,hid,"18,19,20,21,22,24,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,255,255,11,0,11,0,1,16,0,0
44.617,hid,"22,23,24,26,27,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,0,0,13,0,252,255,252,15,0,0
44.633,hid,"18,19,20,24,26,27,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,247,15,0,0
44.648,hid,"20,24,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,255,15,0,0
44.68,hid,"18,19,20,22,23,24,25,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,255,255,248,255,8,0,254,15,0,0
44.68,hid,"22,23,24,26",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,0,0,247,255,9,0,254,15,0,0
44.71,hid,"22,23,24,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,254,255,251,255,12,0,14,16,0,0
44.726,hid,"20,22,23,24,25,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,3,0,0,0,4,0,6,0,252,15,0,0
44.757,hid,"18,19,20,24,26,27,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,244,255,253,15,0,0
44.773,hid,"20,22,23,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,255,255,8,0,252,255,254,15,0,0
44.788,hid,"18,19,20,22,23,24,26,27,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,0,0,20,0,6,0,1,16,0,0
44.819,hid,"20,22,23,24,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,253,255,5,0,13,0,240,15,0,0
44.85,hid,"18,20,22,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,1,0,255,255,5,0,13,0,5,16,0,0
44.866,hid,"20,26,27,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,0,0,255,255,5,0,251,255,251,15,0,0
44.897,hid,"18,22,24,25,26,27",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,254,255,243,255,13,0,251,15,0,0
44.913,hid,"18,20,21,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,255,255,254,255,254,255,9,0,255,15,0,0
44.93,hid,"18,20,24,25,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,254,255,254,255,1,0,14,0,9,16,0,0
44.945,hid,"20,21,22,24,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,3,0,255,255,0,0,1,0,252,15,0,0
44.977,hid,"20,21,22,24,26,27,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,254,255,11,0,255,255,1,16,0,0
44.992,hid,"18,19,20,21,22,23,24,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,255,255,3,16,0,0
45.007,hid,"18,19,22,23,24,26,27,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,255,255,7,0,11,0,4,16,0,0
45.038,hid,"18,19,20,22,23,24,25,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,255,255,15,0,248,15,0,0
45.053,hid,"20,22,23,24,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,255,255,247,255,4,0,0,16,0,0
45.07,hid,"18,19,20,22,23,24,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,3,0,0,0,248,255,14,0,251,15,0,0
45.085,hid,"18,20,24,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,0,0,253,255,13,0,5,16,0,0
45.116,hid,"20,22,23,24,25,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,4,0,254,255,25,0,12,0,9,16,0,0
45.131,hid,"18,20,22,24,25,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,1,0,255,255,250,255,8,0,4,16,0,0
45.147,hid,"18,20,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,255,255,248,255,0,0,6,16,0,0
45.178,hid,"18,20,24,25,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,3,0,255,255,9,0,8,0,10,16,0,0
45.193,hid,"18,19,20,22,23,24,25,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,255,255,1,0,252,15,0,0
45.208,hid,"20,22,23,24,25,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,254,255,2,0,2,0,13,16,0,0
45.24,hid,"18,19,20,24,25,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,3,0,254,255,251,255,8,0,249,15,0,0
45.271,hid,"18,20,22,23,24,25,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,0,0,1,0,0,0,9,0,3,16,0,0
45.286,hid,"18,19,20,22,23,24,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,255,255,7,0,3,0,255,15,0,0
45.317,hid,"18,19,20,24,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,1,0,255,255,3,0,7,0,6,16,0,0
45.332,hid,"18,19,24,26,27,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,255,255,1,0,255,255,10,16,0,0
45.347,hid,"20,21,24,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,12,0,252,255,247,15,0,0
45.378,hid,"18,19,20,21,22,24,26,27,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,0,0,253,255,7,0,7,0,255,15,0,0
45.394,hid,"18,22,23,24,25,26",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,249,255,3,0,255,15,0,0
45.41,hid,"20,22,23,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,255,255,252,255,8,0,249,15,0,0
45.426,hid,"18,20,22,23,24,25,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,3,0,0,0,2,0,20,0,0,16,0,0
45.457,hid,"18,20,22,23,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,254,255,5,0,0,0,2,16,0,0
45.473,hid,"20,22,24,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,3,0,253,255,1,0,4,0,248,15,0,0
45.488,hid,"18,19,20,22,23,24,25,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,255,255,3,0,6,16,0,0
45.52,hid,"18,19,20,22,23,26,27,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,255,255,255,255,254,255,240,15,0,0
45.552,hid,"18,20,22,24,25,26,27,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,1,0,253,255,8,0,0,0,0,16,0,0
45.568,hid,"18,19,20,22,24,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,255,255,14,0,9,0,252,15,0,0
45.598,hid,"20,24,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,9,0,248,15,0,0
45.614,hid,"18,19,20,22,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,254,255,1,0,5,0,252,15,0,0
45.63,hid,"18,19,22,24,25,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,255,255,253,255,9,0,250,15,0,0
45.645,hid,"24,25,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,255,255,1,0,9,0,8,16,0,0
45.675,hid,"18,19,20,24,25,26,27,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,255,255,255,255,255,255,6,16,0,0
45.691,hid,"18,22,24,26,27,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,0,0,253,255,249,255,0,0,1,16,0,0
45.707,hid,"18,20,21,22,24,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,251,255,9,0,2,16,0,0
45.738,hid,"20,21,22,23,24,25,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,15,0,1,16,0,0
45.753,hid,"18,19,20,22,23,24,25,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,255,255,255,255,9,0,5,16,0,0
45.769,hid,"18,19,20,22,23,24,25,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,1,0,1,0,4,0,251,15,0,0
45.785,hid,"20,22,23,24,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,255,255,13,0,0,0,3,16,0,0
45.816,hid,"20,22,23,24,26",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,0,0,5,0,8,0,3,16,0,0
45.831,hid,"18,19,24,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,8,0,253,15,0,0
45.847,hid,"18,19,20,24,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,3,0,0,0,8,0,5,0,0,16,0,0
45.877,hid,"20,22,23,24,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,254,255,0,0,5,0,2,16,0,0
45.893,hid,"18,19,20,26",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,254,255,0,0,11,0,2,16,0,0
45.908,hid,"22,24,25,26,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,253,255,250,255,12,0,3,16,0,0
45.94,hid,"18,19,20,22,24,25,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,1,0,255,255,8,0,9,0,254,15,0,0
45.94,hid,"24,26",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,255,1,0,255,255,3,0,13,0,254,15,0,0
45.971,hid,"18,20,24,25,26,27,28",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,2,0,255,255,247,255,255,255,245,15,0,0
45.986,hid,"20,24,25,26,27,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,255,255,11,0,6,0,8,16,0,0
46.018,hid,"20,22,23,24,25,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,0,0,254,255,3,0,254,15,0,0
46.034,hid,"22,23,24,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,1,0,254,255,250,255,4,0,2,16,0,0
46.05,hid,"18,19,24,26,28,29",4,90,165,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,254,255,247,255,2,0,243,15,0,0
