t,phase,rms,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,b23,b24,b25,b26,b27,b28,b29,b30,b31
14.331,B,0.002604,4,90,165,239,0,0,0,0,255,127,84,45,0,0,0,0,0,0,202,255,211,255,188,255,220,254,71,10,138,13,0,0
14.346,B,0.00304,4,90,165,239,0,0,0,0,255,127,152,44,0,0,0,0,0,0,182,255,223,255,191,255,236,254,38,10,145,13,0,0
14.362,B,0.002501,4,90,165,239,0,0,0,0,255,127,64,44,0,0,0,0,0,0,188,255,226,255,224,255,150,254,201,9,210,13,0,0
14.393,B,0.002801,4,90,165,239,0,0,0,0,255,127,28,45,0,0,0,0,0,0,224,255,231,255,246,255,243,254,59,10,185,13,0,0
14.393,B,0.003464,4,90,165,239,0,0,0,0,255,127,136,45,0,0,0,0,0,0,224,255,231,255,246,255,243,254,59,10,185,13,0,0
14.424,B,0.003615,4,90,165,239,0,0,0,0,255,127,212,52,0,0,0,0,0,0,193,255,245,255,27,0,182,254,221,9,188,13,0,0
14.44,B,0.002936,4,90,165,239,0,0,0,0,255,127,156,56,0,0,0,0,0,0,203,255,247,255,25,0,241,254,0,10,236,13,0,0
14.47,B,0.002803,4,90,165,239,0,0,0,0,255,127,72,65,0,0,0,0,0,0,216,255,3,0,39,0,219,254,244,9,202,13,0,0
14.485,B,0.002577,4,90,165,239,0,0,0,0,255,127,252,68,0,0,0,0,0,0,227,255,4,0,56,0,207,254,229,9,198,13,0,0
14.502,B,0.003078,4,90,165,239,0,0,0,0,255,127,204,72,0,0,0,0,0,0,220,255,12,0,63,0,233,254,2,10,188,13,0,0
14.533,B,0.003564,4,90,165,239,0,0,0,0,255,127,156,81,0,0,0,0,0,0,209,255,10,0,73,0,212,254,217,9,209,13,0,0
14.533,B,0.004238,4,90,165,239,0,0,0,0,204,127,152,82,0,0,0,0,0,0,209,255,10,0,73,0,212,254,217,9,209,13,0,0
14.564,B,0.003869,4,90,165,239,0,0,0,0,196,122,240,89,0,0,0,0,0,0,16,0,5,0,32,0,14,255,231,9,22,14,0,0
14.579,B,0.005026,4,90,165,239,0,0,0,0,228,121,24,91,0,0,0,0,0,0,26,0,2,0,24,0,227,254,245,9,208,13,0,0
14.61,B,0.004723,4,90,165,239,0,0,0,0,172,118,56,85,0,0,0,0,0,0,74,0,241,255,8,0,30,255,5,10,217,13,0,0
14.626,B,0.003877,4,90,165,239,0,0,0,0,156,85,24,54,0,0,0,0,0,0,35,0,254,255,249,255,48,255,116,10,102,13,0,0
14.642,B,0.003587,4,90,165,239,0,0,0,0,32,45,244,21,0,0,0,0,0,0,215,255,2,0,0,0,216,254,96,10,35,13,0,0
14.674,B,0.004322,4,90,165,239,0,0,0,0,176,5,60,248,0,0,0,0,0,0,189,255,5,0,240,255,90,255,152,10,126,13,0,0
14.674,B,0.002758,4,90,165,239,0,0,0,0,176,5,60,248,0,0,0,0,0,0,189,255,5,0,240,255,90,255,152,10,126,13,0,0
14.705,B,0.00468,4,90,165,239,0,0,0,0,184,10,56,253,0,0,0,0,0,0,236,255,228,255,238,255,226,254,186,9,45,14,0,0
14.721,B,0.006516,4,90,165,239,0,0,0,0,204,253,200,0,0,0,0,0,0,0,35,0,244,255,248,255,251,254,142,9,85,14,0,0
14.751,B,0.003273,4,90,165,239,0,0,0,0,64,0,224,255,0,0,0,0,0,0,87,0,245,255,1,0,251,254,249,9,185,13,0,0
14.767,B,0.004096,4,90,165,239,0,0,0,0,8,0,244,255,0,0,0,0,0,0,86,0,236,255,3,0,234,254,19,10,179,13,0,0
14.783,B,0.003363,4,90,165,239,0,0,0,0,8,0,244,255,0,0,0,0,0,0,76,0,237,255,5,0,21,255,35,10,171,13,0,0
14.798,B,0.005745,4,90,165,239,0,0,0,0,8,0,244,255,0,0,0,0,0,0,69,0,235,255,252,255,17,255,45,10,165,13,0,0
14.829,B,0.003383,4,90,165,239,0,0,0,0,8,0,244,255,0,0,0,0,0,0,0,0,244,255,255,255,244,254,98,10,72,13,0,0
14.844,B,0.004399,4,90,165,239,0,0,0,0,8,0,244,255,0,0,0,0,0,0,189,255,253,255,8,0,247,254,90,10,105,13,0,0
14.859,B,0.003635,4,90,165,239,0,0,0,0,8,0,244,255,0,0,0,0,0,0,183,255,5,0,8,0,22,255,14,10,188,13,0,0
14.89,B,0.003183,4,90,165,239,0,0,0,0,8,0,244,255,0,0,0,0,0,0,29,255,27,0,44,0,218,254,79,10,26,13,0,0
14.906,B,0.004364,4,90,165,239,0,0,0,0,8,0,244,255,32,0,0,0,0,0,26,255,17,0,40,0,26,255,223,9,241,13,0,0
14.921,B,0.0036,4,90,165,239,0,0,0,0,8,0,244,255,32,0,0,0,0,0,23,255,23,0,36,0,15,255,27,10,180,13,0,0
14.953,B,0.00316,4,90,165,239,0,0,0,0,8,0,244,255,32,0,0,0,0,0,109,255,234,255,244,255,5,255,65,9,208,14,0,0
14.953,B,0.005852,4,90,165,239,0,0,0,0,8,0,244,255,32,0,0,0,0,0,109,255,234,255,244,255,5,255,65,9,208,14,0,0
14.984,B,0.003176,4,90,165,239,0,0,0,0,8,0,244,255,32,0,0,0,0,0,186,0,190,255,188,255,25,255,78,9,170,14,0,0
15.0,B,0.004133,4,90,165,239,44,254,88,0,8,0,244,255,0,0,0,0,0,0,157,0,201,255,200,255,242,254,40,10,102,13,0,0
15.032,B,0.004181,4,90,165,239,236,242,216,0,8,0,244,255,0,0,0,0,0,0,78,0,179,255,191,255,133,255,135,9,4,14,0,0
15.048,B,0.004445,4,90,165,239,228,232,168,253,8,0,244,255,0,0,0,0,0,0,34,0,229,255,204,255,113,255,130,10,65,13,0,0
15.063,B,0.005021,4,90,165,239,80,224,32,246,8,0,244,255,0,0,0,0,0,0,179,255,0,0,251,255,152,254,241,10,196,12,0,0
15.079,B,0.005307,4,90,165,239,64,216,16,237,8,0,244,255,0,0,0,0,0,0,116,255,16,0,21,0,102,254,248,9,184,13,0,0
15.11,B,0.005009,4,90,165,239,92,200,24,220,220,255,252,255,0,0,0,0,0,0,224,255,16,0,19,0,244,254,149,9,8,14,0,0
15.126,B,0.003321,4,90,165,239,196,197,176,209,220,255,252,255,0,0,0,0,0,0,216,255,17,0,28,0,1,255,228,9,188,13,0,0
15.141,B,0.003073,4,90,165,239,136,196,12,195,220,255,252,255,0,0,0,0,0,0,200,255,10,0,21,0,28,255,231,9,201,13,0,0
15.173,B,0.003619,4,90,165,239,116,195,16,176,220,255,252,255,0,0,0,0,0,0,169,255,22,0,30,0,10,255,204,9,231,13,0,0
15.173,B,0.003999,4,90,165,239,116,195,16,176,220,255,252,255,0,0,0,0,0,0,169,255,22,0,30,0,10,255,204,9,231,13,0,0
15.205,B,0.003168,4,90,165,239,60,190,232,169,220,255,252,255,0,0,0,0,0,0,235,255,13,0,23,0,34,255,175,9,52,14,0,0
15.22,B,0.003076,4,90,165,239,92,185,92,164,220,255,252,255,0,0,0,0,0,0,21,0,6,0,6,0,10,255,172,9,41,14,0,0
15.252,B,0.002553,4,90,165,239,212,177,120,153,220,255,252,255,0,0,0,0,0,0,221,255,10,0,24,0,9,255,5,10,136,13,0,0
15.268,B,0.003202,4,90,165,239,112,173,12,148,220,255,252,255,0,0,0,0,0,0,163,255,20,0,40,0,4,255,254,9,143,13,0,0
15.284,B,0.004065,4,90,165,239,120,169,192,142,220,255,252,255,0,0,0,0,0,0,128,255,27,0,40,0,28,255,226,9,192,13,0,0
15.299,B,0.002892,4,90,165,239,248,166,140,139,220,255,252,255,0,0,0,0,0,0,158,255,21,0,32,0,10,255,143,9,64,14,0,0
15.331,B,0.003159,4,90,165,239,208,166,152,139,220,255,252,255,0,0,0,0,0,0,242,255,14,0,38,0,16,255,148,9,37,14,0,0
15.347,B,0.002516,4,90,165,239,212,164,112,141,220,255,252,255,0,0,0,0,0,0,217,255,20,0,30,0,24,255,229,9,193,13,0,0
15.362,B,0.003059,4,90,165,239,196,159,0,146,220,255,252,255,0,0,0,0,0,0,220,255,10,0,36,0,236,254,147,9,228,13,0,0
15.394,B,0.002809,4,90,165,239,132,153,152,152,220,255,252,255,0,0,0,0,0,0,203,255,13,0,34,0,22,255,177,9,249,13,0,0
15.394,B,0.003073,4,90,165,239,132,153,152,152,220,255,252,255,0,0,0,0,0,0,203,255,13,0,34,0,22,255,177,9,249,13,0,0
15.425,B,0.002788,4,90,165,239,32,147,40,160,220,255,252,255,0,0,0,0,0,0,33,0,255,255,8,0,22,255,113,9,92,14,0,0
15.44,B,0.003161,4,90,165,239,60,144,244,163,220,255,252,255,0,0,0,0,0,0,83,0,246,255,250,255,14,255,123,9,66,14,0,0
15.472,B,0.003191,4,90,165,239,244,139,188,169,220,255,252,255,0,0,0,0,0,0,83,0,244,255,253,255,7,255,210,9,183,13,0,0
15.487,B,0.003298,4,90,165,239,196,138,136,171,220,255,252,255,0,0,0,0,0,0,31,0,248,255,2,0,4,255,247,9,150,13,0,0
15.503,B,0.003853,4,90,165,239,56,137,32,174,220,255,252,255,0,0,0,0,0,0,6,0,255,255,8,0,8,255,209,9,205,13,0,0
15.518,B,0.003428,4,90,165,239,208,135,36,176,220,255,252,255,0,0,0,0,0,0,17,0,246,255,7,0,3,255,158,9,19,14,0,0
15.549,B,0.002747,4,90,165,239,244,130,36,184,220,255,252,255,0,0,0,0,0,0,55,0,251,255,253,255,38,255,194,9,254,13,0,0
15.564,B,0.003777,4,90,165,239,56,128,216,188,220,255,252,255,0,0,0,0,0,0,44,0,254,255,253,255,37,255,219,9,207,13,0,0
15.58,B,0.003416,4,90,165,239,0,128,252,192,220,255,252,255,0,0,0,0,0,0,32,0,253,255,252,255,24,255,219,9,206,13,0,0
15.611,B,0.003243,4,90,165,239,0,128,240,192,220,255,252,255,0,0,0,0,0,0,2,0,254,255,11,0,4,255,198,9,187,13,0,0
15.627,B,0.003969,4,90,165,239,0,128,240,192,220,255,252,255,0,0,0,0,0,0,8,0,1,0,12,0,22,255,206,9,0,14,0,0
15.643,B,0.003094,4,90,165,239,0,128,200,192,220,255,252,255,0,0,0,0,0,0,6,0,254,255,7,0,17,255,211,9,210,13,0,0
15.659,B,0.00305,4,90,165,239,0,128,200,192,220,255,252,255,0,0,0,0,0,0,254,255,254,255,4,0,22,255,218,9,200,13,0,0
15.69,B,0.003467,4,90,165,239,0,128,156,192,220,255,252,255,0,0,0,0,0,0,255,255,0,0,2,0,25,255,183,9,15,14,0,0
15.706,B,0.003946,4,90,165,239,0,128,116,192,220,255,252,255,0,0,0,0,0,0,3,0,2,0,253,255,29,255,196,9,247,13,0,0
15.722,B,0.003068,4,90,165,239,0,128,36,193,220,255,252,255,0,0,0,0,0,0,254,255,0,0,252,255,22,255,215,9,213,13,0,0
15.753,B,0.003644,4,90,165,239,220,129,32,203,220,255,252,255,0,0,0,0,0,0,3,0,246,255,0,0,6,255,173,9,253,13,0,0
15.753,B,0.003352,4,90,165,239,84,130,40,204,220,255,252,255,0,0,0,0,0,0,10,0,246,255,255,255,11,255,169,9,14,14,0,0
15.784,B,0.003284,4,90,165,239,212,142,172,225,220,255,252,255,0,0,0,0,0,0,10,0,245,255,1,0,25,255,218,9,182,13,0,0
15.8,B,0.005779,4,90,165,239,120,157,60,238,0,0,28,0,0,0,0,0,0,0,243,255,241,255,254,255,24,255,226,9,188,13,0,0
15.83,B,0.004411,4,90,165,239,144,202,156,252,0,0,28,0,0,0,0,0,0,0,7,0,241,255,248,255,25,255,182,9,19,14,0,0
15.846,B,0.004591,4,90,165,239,76,227,136,253,0,0,28,0,0,0,0,0,0,0,7,0,5,0,237,255,115,255,219,9,9,14,0,0
15.862,B,0.003819,4,90,165,239,88,250,164,251,0,0,28,0,0,0,0,0,0,0,13,0,248,255,247,255,201,254,177,9,215,13,0,0
15.892,B,0.007813,4,90,165,239,156,0,144,4,0,0,28,0,0,0,0,0,0,0,241,255,3,0,241,255,32,255,220,9,210,13,0,0
15.893,B,0.009428,4,90,165,239,204,0,56,4,0,0,28,0,0,0,0,0,0,0,241,255,3,0,241,255,32,255,220,9,210,13,0,0
15.923,B,0.005521,4,90,165,239,172,255,72,255,0,0,28,0,0,0,0,0,0,0,6,0,253,255,243,255,252,254,181,9,246,13,0,0
15.938,B,0.006772,4,90,165,239,16,0,224,255,0,0,28,0,0,0,0,0,0,0,0,0,245,255,247,255,251,254,221,9,183,13,0,0
15.97,B,0.006758,4,90,165,239,16,0,224,255,0,0,28,0,0,0,0,0,0,0,240,255,250,255,246,255,22,255,191,9,238,13,0,0
15.986,B,0.004692,4,90,165,239,16,0,224,255,0,0,28,0,0,0,0,0,0,0,248,255,244,255,248,255,16,255,189,9,227,13,0,0
16.001,B,0.00485,4,90,165,239,16,0,224,255,0,0,28,0,0,0,0,0,0,0,244,255,238,255,249,255,23,255,205,9,219,13,0,0
16.033,B,0.005136,4,90,165,239,16,0,224,255,0,0,28,0,0,0,0,0,0,0,14,0,239,255,247,255,50,255,172,9,25,14,0,0
16.033,B,0.005494,4,90,165,239,16,0,224,255,0,0,28,0,0,0,0,0,0,0,14,0,239,255,247,255,50,255,172,9,25,14,0,0
16.064,B,0.00638,4,90,165,239,16,0,224,255,0,0,28,0,0,0,0,0,0,0,89,0,254,255,234,255,33,255,162,9,54,14,0,0
16.079,B,0.004222,4,90,165,239,16,0,224,255,0,0,28,0,0,0,0,0,0,0,77,0,249,255,244,255,250,254,209,9,164,13,0,0
16.11,B,0.004666,4,90,165,239,16,0,224,255,0,0,28,0,0,0,0,0,0,0,43,0,250,255,3,0,26,255,210,9,232,13,0,0
16.126,B,0.005387,4,90,165,239,16,0,224,255,0,0,28,0,0,0,0,0,0,0,46,0,252,255,10,0,20,255,189,9,224,13,0,0
16.141,B,0.004222,4,90,165,239,16,0,224,255,0,0,28,0,0,0,0,0,0,0,11,0,7,0,14,0,32,255,7,10,151,13,0,0
16.172,B,0.005513,4,90,165,239,16,0,224,255,0,0,28,0,0,1,0,0,0,0,193,255,24,0,22,0,41,255,62,10,80,13,0,0
16.188,B,0.006653,4,90,165,239,16,0,224,255,0,0,28,0,0,1,0,0,0,0,235,255,0,0,13,0,14,255,127,9,75,14,0,0
16.204,B,0.0052,4,90,165,239,16,0,224,255,0,0,28,0,0,1,0,0,0,0,54,0,248,255,9,0,26,255,123,9,120,14,0,0
16.219,B,0.005137,4,90,165,239,16,0,224,255,0,0,28,0,0,0,0,0,0,0,123,0,234,255,250,255,23,255,154,9,84,14,0,0
16.251,B,0.004727,4,90,165,239,16,0,224,255,0,0,28,0,0,0,0,0,0,0,147,0,228,255,236,255,88,255,209,9,7,14,0,0
16.267,B,0.00511,4,90,165,239,16,0,224,255,0,0,28,0,0,0,0,0,0,0,119,0,239,255,239,255,44,255,51,10,141,13,0,0
16.283,B,0.006074,4,90,165,239,16,0,224,255,0,0,28,0,0,0,0,0,0,0,71,0,234,255,244,255,31,255,58,10,92,13,0,0
16.298,B,0.006055,4,90,165,239,152,255,244,255,0,0,28,0,0,0,0,0,0,0,33,0,252,255,243,255,78,255,50,10,165,13,0,0
16.331,B,0.004492,4,90,165,239,0,255,28,0,0,0,28,0,0,0,0,0,0,0,245,255,1,0,245,255,12,255,20,10,148,13,0,0
16.346,B,0.006583,4,90,165,239,0,255,28,0,0,0,28,0,0,0,0,0,0,0,199,255,254,255,1,0,20,255,26,10,112,13,0,0
16.362,B,0.006224,4,90,165,239,64,255,76,0,0,0,28,0,0,0,0,0,0,0,219,255,252,255,3,0,43,255,203,9,13,14,0,0
16.392,B,0.006593,4,90,165,239,184,2,24,2,0,0,28,0,0,0,0,0,0,0,63,0,224,255,232,255,48,255,247,9,2,14,0,0
16.407,B,0.005053,4,90,165,239,184,15,136,6,0,0,28,0,0,0,0,0,0,0,68,0,200,255,219,255,18,255,25,10,134,13,0,0
16.423,B,0.006206,4,90,165,239,188,31,100,12,0,0,28,0,0,0,0,0,0,0,61,0,186,255,211,255,28,255,31,10,139,13,0,0
16.438,B,0.003808,4,90,165,239,228,50,168,21,0,0,28,0,0,0,0,0,0,0,132,0,167,255,181,255,72,255,204,9,60,14,0,0
16.469,B,0.006567,4,90,165,239,8,72,232,41,0,0,28,0,0,0,0,0,0,0,202,0,189,255,197,255,64,255,169,9,39,14,0,0
16.484,B,0.005039,4,90,165,239,108,80,84,54,0,0,28,0,0,0,0,0,0,0,204,0,172,255,200,255,18,255,60,10,111,13,0,0
16.5,B,0.004677,4,90,165,239,224,80,152,64,0,0,28,0,0,0,0,0,0,0,162,0,181,255,206,255,48,255,133,10,81,13,0,0
16.531,B,0.005367,4,90,165,239,140,70,184,96,0,0,28,0,0,0,0,0,0,0,92,0,188,255,225,255,64,255,133,10,86,13,0,0
16.546,B,0.004247,4,90,165,239,208,63,216,108,0,0,28,0,0,0,0,0,0,0,58,0,187,255,212,255,102,255,169,10,89,13,0,0
16.561,B,0.005562,4,90,165,239,128,51,204,125,0,0,28,0,0,0,0,0,0,0,64,0,176,255,183,255,106,255,93,10,169,13,0,0
16.592,B,0.004411,4,90,165,239,8,27,255,127,0,0,28,0,0,0,0,0,0,0,18,0,204,255,204,255,112,255,143,10,72,13,0,0
16.607,B,0.005309,4,90,165,239,136,25,255,127,0,0,28,0,0,0,0,0,0,0,233,255,233,255,209,255,114,255,102,10,146,13,0,0
16.623,B,0.004276,4,90,165,239,12,25,255,127,0,0,28,0,0,0,0,0,0,0,33,0,227,255,206,255,39,255,255,9,20,14,0,0
16.638,B,0.004307,4,90,165,239,168,24,255,127,0,0,28,0,0,0,0,0,0,0,59,0,233,255,210,255,54,255,57,10,181,13,0,0
16.669,B,0.004844,4,90,165,239,168,24,255,127,0,0,28,0,0,0,0,0,0,0,48,0,249,255,228,255,58,255,76,10,160,13,0,0
16.685,B,0.003555,4,90,165,239,100,24,255,127,0,0,28,0,0,0,0,0,0,0,51,0,253,255,236,255,49,255,73,10,169,13,0,0
16.701,B,0.00426,4,90,165,239,28,24,255,127,0,0,28,0,0,0,0,0,0,0,22,0,4,0,250,255,62,255,125,10,89,13,0,0
16.732,B,0.003187,4,90,165,239,152,7,16,37,0,0,28,0,0,0,0,0,0,0,173,255,40,0,29,0,63,255,68,10,155,13,0,0
16.747,B,0.004674,4,90,165,239,200,253,140,243,0,0,28,0,0,0,0,0,0,0,46,0,9,0,25,0,31,255,200,9,101,14,0,0
16.762,B,0.004609,4,90,165,239,180,5,32,232,0,0,28,0,0,0,0,0,0,0,14,0,40,0,249,255,167,255,187,10,95,13,0,0
16.794,B,0.003587,4,90,165,239,84,1,220,250,0,0,28,0,0,0,0,0,0,0,5,0,21,0,12,0,83,255,137,10,55,13,0,0
16.794,B,0.003365,4,90,165,239,84,1,220,250,0,0,28,0,0,0,0,0,0,0,5,0,21,0,12,0,83,255,137,10,55,13,0,0
16.825,B,0.005812,4,90,165,239,164,248,68,2,0,0,28,0,0,0,0,0,0,0,232,255,18,0,19,0,48,255,103,10,108,13,0,0
16.841,B,0.005222,4,90,165,239,132,2,116,255,0,0,28,0,0,0,0,0,0,0,212,255,22,0,24,0,69,255,94,10,124,13,0,0
16.872,B,0.004365,4,90,165,239,248,255,244,255,0,0,28,0,0,0,0,0,0,0,255,255,15,0,16,0,55,255,68,10,197,13,0,0
16.888,B,0.00471,4,90,165,239,248,255,244,255,0,0,28,0,0,0,0,0,0,0,8,0,7,0,9,0,64,255,102,10,139,13,0,0
16.905,B,0.005671,4,90,165,239,248,255,244,255,0,0,28,0,0,0,0,0,0,0,244,255,9,0,9,0,63,255,115,10,114,13,0,0
16.92,B,0.005927,4,90,165,239,248,255,244,255,0,0,28,0,0,0,0,0,0,0,239,255,12,0,12,0,50,255,101,10,128,13,0,0
16.953,B,0.004253,4,90,165,239,248,255,244,255,0,0,28,0,0,0,0,0,0,0,143,255,20,0,27,0,79,255,125,10,72,13,0,0
16.953,B,0.006413,4,90,165,239,248,255,244,255,0,0,28,0,0,0,0,0,0,0,143,255,20,0,27,0,79,255,125,10,72,13,0,0
16.983,B,0.007047,4,90,165,239,248,255,244,255,0,0,28,0,0,1,0,0,0,0,220,255,6,0,12,0,50,255,6,10,247,13,0,0
16.999,B,0.006309,4,90,165,239,248,255,244,255,0,0,28,0,0,1,0,0,0,0,34,0,0,0,3,0,58,255,253,9,10,14,0,0
17.029,B,0.006877,4,90,165,239,248,255,244,255,0,0,28,0,0,1,0,0,0,0,5,0,9,0,6,0,55,255,101,10,124,13,0,0
17.046,B,0.011659,4,90,165,239,248,255,244,255,0,0,28,0,0,1,0,0,0,0,13,0,3,0,3,0,40,255,59,10,169,13,0,0
17.06,B,0.009199,4,90,165,239,248,255,244,255,0,0,28,0,0,0,0,0,0,0,0,0,8,0,8,0,64,255,96,10,131,13,0,0
17.091,B,0.016613,4,90,165,239,248,255,244,255,0,0,28,0,0,0,0,0,0,0,24,0,3,0,0,0,61,255,77,10,161,13,0,0
17.107,B,0.016216,4,90,165,239,248,255,244,255,0,0,28,0,0,0,0,0,0,0,11,0,3,0,0,0,68,255,113,10,117,13,0,0
17.122,B,0.009493,4,90,165,239,248,255,244,255,0,0,28,0,0,0,0,0,0,0,20,0,254,255,249,255,66,255,71,10,146,13,0,0
17.153,B,0.016466,4,90,165,239,248,255,244,255,0,0,28,0,0,0,0,0,0,0,224,255,6,0,6,0,57,255,115,10,97,13,0,0
17.153,B,0.006607,4,90,165,239,248,255,244,255,0,0,28,0,0,0,0,0,0,0,224,255,6,0,6,0,57,255,115,10,97,13,0,0
17.185,B,0.009057,4,90,165,239,248,255,244,255,0,0,28,0,0,0,0,0,0,0,189,255,8,0,18,0,37,255,53,10,182,13,0,0
17.199,B,0.011425,4,90,165,239,248,255,244,255,0,0,28,0,0,0,0,0,0,0,219,255,8,0,12,0,75,255,41,10,218,13,0,0
17.231,B,0.012815,4,90,165,239,248,255,244,255,0,0,28,0,0,0,0,0,0,0,219,255,9,0,12,0,38,255,64,10,137,13,0,0
17.247,B,0.011453,4,90,165,239,248,255,244,255,0,0,28,0,0,0,0,0,0,0,214,255,6,0,15,0,52,255,76,10,150,13,0,0
17.264,B,0.008964,4,90,165,239,248,255,244,255,0,0,28,0,0,0,0,0,0,0,221,255,8,0,4,0,85,255,57,10,188,13,0,0
17.279,B,0.009746,4,90,165,239,248,255,244,255,0,0,28,0,0,0,0,0,0,0,225,255,11,0,3,0,62,255,52,10,165,13,0,0
17.31,B,0.004598,4,90,165,239,248,255,244,255,0,0,28,0,0,0,0,0,0,0,214,255,8,0,9,0,57,255,69,10,143,13,0,0
17.326,B,0.003884,4,90,165,239,248,255,244,255,0,0,28,0,0,0,0,0,0,0,200,255,11,0,11,0,55,255,82,10,124,13,0,0
17.342,B,0.004946,4,90,165,239,248,255,244,255,0,0,28,0,0,0,0,0,0,0,171,255,10,0,14,0,58,255,86,10,112,13,0,0
17.374,B,0.005285,4,90,165,239,248,255,244,255,0,0,28,0,0,0,0,0,0,0,106,255,21,0,25,0,48,255,48,10,167,13,0,0
17.374,B,0.008181,4,90,165,239,248,255,244,255,0,0,28,0,0,0,0,0,0,0,106,255,21,0,25,0,48,255,48,10,167,13,0,0
17.405,B,0.004751,4,90,165,239,248,255,244,255,0,0,28,0,0,0,0,0,0,0,165,255,11,0,15,0,65,255,225,9,7,14,0,0
17.421,B,0.004294,4,90,165,239,248,255,244,255,0,0,28,0,0,0,0,0,0,0,197,255,7,0,4,0,75,255,243,9,246,13,0,0
17.452,B,0.005198,4,90,165,239,248,255,244,255,0,0,28,0,0,0,0,0,0,0,245,255,2,0,2,0,61,255,214,9,246,13,0,0
17.468,B,0.005742,4,90,165,239,248,255,244,255,0,0,28,0,0,0,0,0,0,0,10,0,5,0,253,255,58,255,247,9,227,13,0,0
17.483,B,0.004148,4,90,165,239,248,255,244,255,0,0,28,0,0,0,0,0,0,0,29,0,5,0,4,0,31,255,223,9,235,13,0,0
17.499,B,0.006299,4,90,165,239,248,255,244,255,112,3,176,253,0,0,0,0,0,0,47,0,5,0,9,0,56,255,241,9,214,13,0,0
17.53,B,0.00382,4,90,165,239,248,255,244,255,168,30,64,249,0,0,0,0,0,0,147,255,20,0,37,0,7,255,131,10,16,13,0,0
17.546,B,0.005947,4,90,165,239,248,255,244,255,116,55,236,10,0,0,0,0,0,0,126,255,14,0,38,0,68,255,16,10,184,13,0,0
17.562,B,0.0061,4,90,165,239,248,255,244,255,52,75,224,34,0,0,0,0,0,0,156,255,20,0,23,0,82,255,215,9,43,14,0,0
17.593,B,0.006628,4,90,165,239,248,255,244,255,164,103,224,70,0,0,0,0,0,0,11,0,9,0,14,0,40,255,171,9,41,14,0,0
17.593,B,0.010886,4,90,165,239,248,255,244,255,100,104,164,71,0,0,0,0,0,0,20,0,8,0,16,0,39,255,195,9,9,14,0,0
17.625,B,0.011072,4,90,165,239,248,255,244,255,24,120,0,93,0,0,0,0,0,0,27,0,14,0,20,0,51,255,236,9,219,13,0,0
17.64,B,0.010015,4,90,165,239,248,255,244,255,24,120,236,92,0,0,0,0,0,0,14,0,16,0,26,0,65,255,26,10,180,13,0,0
17.672,B,0.010006,4,90,165,239,248,255,244,255,172,120,76,92,0,0,0,0,0,0,250,255,20,0,23,0,71,255,7,10,215,13,0,0
17.688,B,0.006411,4,90,165,239,248,255,244,255,24,121,4,92,0,0,0,0,0,0,2,0,14,0,16,0,52,255,235,9,215,13,0,0
17.704,B,0.007664,4,90,165,239,248,255,244,255,144,121,72,91,0,0,0,0,0,0,35,0,7,0,15,0,41,255,204,9,246,13,0,0
17.72,B,0.006983,4,90,165,239,248,255,244,255,56,122,104,90,0,0,0,0,0,0,41,0,12,0,19,0,68,255,252,9,213,13,0,0
17.752,B,0.00531,4,90,165,239,248,255,244,255,76,123,0,89,0,0,0,0,0,0,36,0,10,0,33,0,49,255,3,10,170,13,0,0
17.768,B,0.00497,4,90,165,239,60,0,212,255,232,123,12,88,0,0,0,0,0,0,17,0,13,0,24,0,74,255,53,10,162,13,0,0
17.784,B,0.007257,4,90,165,239,60,0,212,255,108,124,108,87,0,0,0,0,0,0,0,0,17,0,26,0,71,255,23,10,171,13,0,0
17.799,B,0.005323,4,90,165,239,60,0,212,255,124,124,48,87,0,0,0,0,0,0,243,255,17,0,28,0,46,255,22,10,173,13,0,0
17.83,B,0.006211,4,90,165,239,4,0,220,255,160,124,32,87,0,0,0,0,0,0,215,255,20,0,37,0,58,255,18,10,191,13,0,0
17.846,B,0.009854,4,90,165,239,4,0,220,255,160,124,32,87,0,0,0,0,0,0,227,255,11,0,30,0,59,255,254,9,211,13,0,0
17.862,B,0.008283,4,90,165,239,4,0,220,255,160,124,32,87,0,0,0,0,0,0,232,255,11,0,28,0,74,255,11,10,193,13,0,0
17.892,B,0.015048,4,90,165,239,4,0,220,255,96,124,96,87,0,0,0,0,0,0,219,255,7,0,14,0,54,255,10,10,182,13,0,0
17.908,B,0.007606,4,90,165,239,4,0,220,255,252,123,160,87,0,0,0,0,0,0,246,255,254,255,1,0,67,255,233,9,12,14,0,0
17.924,B,0.00717,4,90,165,239,4,0,220,255,60,118,156,86,0,0,0,0,0,0,52,0,243,255,239,255,74,255,206,9,55,14,0,0
17.94,B,0.01131,4,90,165,239,4,0,220,255,40,75,88,54,0,0,0,0,0,0,40,0,251,255,247,255,66,255,19,10,152,13,0,0
17.972,B,0.009204,4,90,165,239,4,0,220,255,52,7,128,35,0,0,0,0,0,0,24,0,3,0,1,0,188,255,71,10,242,13,0,0
17.987,B,0.012402,4,90,165,239,4,0,220,255,88,7,80,220,0,0,0,0,0,0,201,255,253,255,238,255,27,255,76,10,31,13,0,0
18.003,B,0.010582,4,90,165,239,4,0,220,255,8,4,204,243,0,0,0,0,0,0,223,255,17,0,15,0,45,255,225,9,39,14,0,0
