t,rms_l,rms_r,onset_l,onset_r,zcr_l,zcr_r,band_low_l,band_low_r,drive_l,drive_r,agc
40.458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.199
40.479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.191
40.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.184
40.518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.177
40.538,0.00182,0.00189,0.0,0.0,0.049,0.0396,0.00427,0.00456,11,11,1.917
40.558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1.881
40.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.847
40.598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.813
40.618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.781
40.638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.751
40.658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.721
40.679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.693
40.698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.666
40.718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.64
40.738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.615
40.759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.591
40.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.567
40.799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.545
40.818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.524
40.839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.503
40.858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.484
40.878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.465
40.898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.446
40.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.429
40.938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.412
40.959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.396
40.978,0.00297,0.0027,0.0,0.0,0.0751,0.0813,0.00609,0.00557,18,16,2.103
40.999,0.0041,0.00406,0.0,0.0,0.1908,0.2075,0.00647,0.00712,28,29,2.701
41.018,0.0056,0.00617,0.07,0.107,0.1887,0.1283,0.00873,0.01031,72,93,3.207
41.039,0.00738,0.00817,0.111,0.142,0.2096,0.2148,0.01394,0.01566,115,136,3.453
41.058,0.00569,0.00351,0.0,0.0,0.2617,0.2722,0.01014,0.00603,68,55,3.844
41.079,0.00556,0.00499,0.0,0.063,0.0772,0.1178,0.01153,0.01,66,92,4.175
41.098,0.0064,0.00282,0.049,0.0,0.1616,0.2023,0.00997,0.00627,97,48,4.455
41.119,0.00418,0.00374,0.0,0.0,0.17,0.1345,0.0079,0.00639,62,47,4.693
41.14,0.0031,0.00301,0.0,0.0,0.1648,0.123,0.0092,0.00786,56,49,4.893
41.158,0.00526,0.0056,0.087,0.112,0.1898,0.1293,0.01083,0.01182,131,151,5.063
41.178,0.00644,0.00799,0.067,0.164,0.0542,0.0459,0.01439,0.0172,138,213,5.038
41.198,0.00686,0.00715,0.0,0.0,0.1512,0.097,0.01403,0.01541,106,125,5.186
41.219,0.0,0.00393,0.0,0.0,0.0,0.1157,0.0,0.00594,20,66,5.311
41.24,0.00395,0.00525,0.0,0.062,0.1178,0.0845,0.00784,0.01016,59,120,5.416
41.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,23,5.243
41.279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,5.077
41.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,4.917
41.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.763
41.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.616
41.359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.474
41.378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.338
41.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.207
41.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.081
41.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.96
41.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.844
41.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.733
41.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.626
41.518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.523
41.538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.424
41.558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.329
41.579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.237
41.599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.15
41.618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.065
41.639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.984
41.658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.907
41.679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.832
41.699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.76
41.719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.691
41.738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.625
41.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.561
41.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.5
41.799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.441
41.819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.384
41.839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.33
41.859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.278
41.879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.228
41.899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.18
41.918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.134
41.938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.089
41.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.046
41.979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.005
41.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.966
42.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.928
42.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.892
42.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.857
42.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.823
42.099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.791
42.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.76
42.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.73
42.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.701
42.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.674
42.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.647
42.219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.622
42.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.598
42.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.574
42.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.552
42.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.53
42.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.509
42.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.489
42.358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.47
42.378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.452
42.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.434
42.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.417
42.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.401
42.458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.385
42.479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.37
42.498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.355
42.519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.341
42.539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.328
42.559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.315
42.579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.303
42.598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.291
42.619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.28
42.639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.269
42.658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.258
42.678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.248
42.698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.238
42.718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.229
42.738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.22
42.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.211
42.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.203
42.799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.195
42.819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.187
42.838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.18
42.858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.173
42.879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.166
42.899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.16
42.918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.153
42.939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.147
42.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.142
42.979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.136
42.999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.131
43.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.126
43.039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.121
43.058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.116
43.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.111
43.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.107
43.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.103
43.139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.099
43.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.095
43.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.091
43.198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.088
43.219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.084
43.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.081
43.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.078
43.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.075
43.299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.072
43.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.069
43.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.066
43.358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.064
43.378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.061
43.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.059
43.418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.056
43.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.054
43.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.052
43.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.05
43.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.048
43.518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.046
43.538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.044
43.558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.043
43.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.041
43.599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.039
43.618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.038
43.638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.036
43.658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.035
43.678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.034
43.698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.032
43.718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.031
43.738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.03
43.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.029
43.779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.027
43.799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.026
43.818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.025
43.838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.024
43.858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.023
43.879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.022
43.899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.022
43.919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.021
43.938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.02
43.958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.019
43.979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.018
43.999,0.00187,0.0,0.0,0.0,0.1908,0.0,0.00362,0.0,9,0,1.783
44.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1.752
44.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.723
44.059,0.00713,0.0036,0.173,0.0,0.0292,0.0709,0.0121,0.00672,85,21,2.183
44.079,0.00713,0.00799,0.0,0.259,0.0198,0.0177,0.01402,0.01292,54,124,2.401
44.099,0.00651,0.00649,0.0,0.0,0.024,0.0323,0.00778,0.00847,44,59,2.953
44.118,0.00791,0.00782,0.099,0.097,0.0355,0.0271,0.01345,0.01395,109,109,3.4
44.139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,21,3.306
44.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,3.215
44.179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,3.128
44.199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.045
44.219,0.0,0.00366,0.0,0.0,0.0,0.0615,0.0,0.00475,0,29,3.499
44.238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,3.401
44.259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,3.306
44.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.216
44.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.129
44.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.046
44.338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.965
44.358,0.0035,0.00327,0.0,0.0,0.0115,0.0156,0.00713,0.00647,33,31,3.431
44.378,0.00504,0.00475,0.065,0.061,0.0125,0.0125,0.00699,0.00651,77,73,3.826
44.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,14,3.715
44.419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3.608
44.439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,3.506
44.458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.408
44.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.313
44.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.223
44.519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.136
44.538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.052
44.558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.971
44.579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.894
44.599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.82
44.618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.748
44.639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.68
44.658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.614
44.678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.551
44.699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.49
44.718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.432
44.739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.375
44.758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.321
44.778,0.00323,0.00344,0.0,0.0,0.074,0.0803,0.00749,0.00779,28,29,2.886
44.799,0.00339,0.00336,0.0,0.0,0.0938,0.1105,0.00908,0.00907,38,38,3.364
44.819,0.00377,0.00381,0.0,0.0,0.1001,0.1147,0.00896,0.009,44,44,3.769
44.838,0.00588,0.00597,0.101,0.109,0.0219,0.0365,0.01443,0.01449,125,130,4.095
44.858,0.00796,0.00823,0.144,0.167,0.0375,0.024,0.01961,0.02034,171,186,4.109
44.879,0.00389,0.00405,0.0,0.0,0.0563,0.0469,0.00717,0.0069,70,73,4.399
44.898,0.00435,0.00451,0.0,0.0,0.0772,0.0699,0.01049,0.01087,64,66,4.645
44.918,0.00726,0.00745,0.17,0.184,0.0542,0.0688,0.0158,0.01632,192,201,4.63
44.938,0.00428,0.00442,0.0,0.0,0.1241,0.1241,0.01122,0.01157,91,94,4.84
44.959,0.0046,0.00489,0.0,0.0,0.0918,0.0918,0.00994,0.01061,72,76,5.018
44.978,0.00404,0.00398,0.0,0.0,0.1053,0.1116,0.00974,0.00965,67,67,5.169
44.999,0.00289,0.00305,0.0,0.0,0.0845,0.0886,0.00727,0.0077,53,55,5.297
45.018,0.00358,0.00369,0.0,0.0,0.0886,0.0949,0.00827,0.0085,59,61,5.405
45.039,0.00834,0.00855,0.286,0.312,0.0156,0.0365,0.01888,0.01925,199,201,5.31
45.059,0.00721,0.00733,0.0,0.0,0.0792,0.0845,0.01649,0.01684,136,137,5.416
45.079,0.00451,0.00492,0.0,0.0,0.0876,0.1283,0.01309,0.01405,95,100,5.506
45.099,0.0053,0.00558,0.0,0.0,0.1022,0.1251,0.01089,0.01155,86,90,5.582
45.119,0.00274,0.00273,0.0,0.0,0.1429,0.1491,0.00464,0.00501,50,52,5.646
45.139,0.00378,0.00352,0.0,0.0,0.1064,0.1105,0.00951,0.00905,68,65,5.7
45.159,0.00412,0.00442,0.0,0.0,0.0949,0.0938,0.00805,0.00825,67,69,5.746
45.179,0.00376,0.00367,0.0,0.0,0.123,0.0991,0.01014,0.01034,72,73,5.785
45.199,0.00295,0.00295,0.0,0.0,0.097,0.0845,0.00687,0.00665,57,56,5.818
45.218,0.0054,0.00514,0.104,0.094,0.0501,0.0407,0.01045,0.01,163,152,5.846
45.238,0.00974,0.01018,0.335,0.409,0.0198,0.024,0.02023,0.02107,234,234,5.713
45.259,0.00591,0.00578,0.0,0.0,0.0386,0.0584,0.01397,0.01399,127,127,5.757
45.278,0.0031,0.003,0.0,0.0,0.0782,0.0761,0.0083,0.00811,73,72,5.794
45.299,0.00365,0.00326,0.0,0.0,0.0824,0.0991,0.00649,0.00574,60,55,5.826
45.319,0.00283,0.00285,0.0,0.0,0.1022,0.1011,0.00575,0.00584,50,50,5.852
45.338,0.00309,0.00317,0.0,0.0,0.0876,0.0886,0.00643,0.00659,53,54,5.875
45.358,0.00193,0.00221,0.0,0.0,0.0657,0.0751,0.00556,0.00648,43,48,5.894
45.379,0.00285,0.0029,0.0,0.0,0.073,0.0772,0.006,0.00613,50,51,5.911
45.4,0.00429,0.00461,0.0,0.0,0.0594,0.0615,0.01046,0.01148,79,85,5.924
45.418,0.00428,0.00453,0.0,0.0,0.0532,0.0626,0.00979,0.01047,77,82,5.936
45.439,0.00204,0.00191,0.0,0.0,0.0469,0.0542,0.00586,0.00549,50,48,5.946
45.458,0.00259,0.00249,0.0,0.0,0.0417,0.0459,0.00655,0.0065,50,50,5.954
45.478,0.00357,0.00348,0.0,0.0,0.0751,0.0667,0.00791,0.00744,64,61,5.961
45.498,0.00343,0.0035,0.0,0.0,0.0365,0.0511,0.00703,0.00731,60,61,5.967
45.519,0.00462,0.00481,0.0,0.0,0.0334,0.0313,0.01135,0.01187,85,89,5.972
45.539,0.00245,0.00227,0.0,0.0,0.0574,0.0563,0.00499,0.0045,51,49,5.976
45.559,0.00181,0.00191,0.0,0.0,0.0459,0.0501,0.00475,0.00493,39,40,5.98
45.579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,8,5.785
45.599,0.0,0.00167,0.0,0.0,0.0,0.0626,0.0,0.0043,1,32,5.818
45.618,0.00277,0.0027,0.0,0.0,0.0584,0.0813,0.00605,0.00562,47,46,5.846
45.639,0.00298,0.00281,0.0,0.0,0.0584,0.0511,0.00763,0.00729,57,54,5.869
45.659,0.00359,0.00368,0.0,0.0,0.0469,0.0375,0.00784,0.00799,63,64,5.889
45.678,0.00373,0.00359,0.0,0.0,0.0209,0.0355,0.00927,0.00915,70,69,5.906
45.7,0.0027,0.00261,0.0,0.0,0.0282,0.0365,0.00735,0.00705,57,56,5.921
45.719,0.00232,0.00235,0.0,0.0,0.0355,0.0302,0.00597,0.00618,48,49,5.933
45.739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,9,5.74
45.76,0.00211,0.00209,0.0,0.0,0.0469,0.0678,0.00541,0.00537,39,39,5.78
45.779,0.00331,0.00346,0.0,0.0,0.0688,0.0667,0.00724,0.00758,57,59,5.813
45.799,0.00366,0.00352,0.0,0.0,0.0365,0.048,0.00876,0.00835,67,64,5.842
45.818,0.00279,0.0029,0.0,0.0,0.0667,0.0448,0.0069,0.007,55,56,5.866
45.838,0.00219,0.00234,0.0,0.0,0.0907,0.0563,0.0048,0.00563,42,46,5.887
45.858,0.0033,0.00306,0.0,0.0,0.0553,0.0657,0.00648,0.00611,55,52,5.904
45.879,0.00278,0.00296,0.0,0.0,0.0574,0.0511,0.00708,0.00749,54,57,5.919
45.898,0.0035,0.00355,0.0,0.0,0.0407,0.0344,0.00729,0.00752,60,62,5.931
45.918,0.00268,0.00258,0.0,0.0,0.0667,0.048,0.0071,0.00686,55,54,5.942
45.939,0.00152,0.00159,0.0,0.0,0.0365,0.0407,0.00397,0.00431,35,37,5.951
45.958,0.00261,0.00264,0.0,0.0,0.0396,0.0417,0.00657,0.00672,50,51,5.958
45.978,0.0019,0.0,0.0,0.0,0.0574,0.0,0.00482,0.0,40,10,5.965
45.998,0.00205,0.00207,0.0,0.0,0.0501,0.0584,0.0049,0.0049,39,38,5.97
46.018,0.00209,0.0,0.0,0.0,0.0667,0.0,0.00384,0.0,36,7,5.975
46.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,5.78
46.059,0.00222,0.0,0.0,0.0,0.0678,0.0,0.00485,0.0,38,0,5.814
46.079,0.00205,0.00203,0.0,0.0,0.0407,0.0501,0.00601,0.00567,43,40,5.842
46.098,0.00212,0.00236,0.0,0.0,0.0594,0.0459,0.00574,0.00632,43,47,5.866
46.118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,9,5.676
46.138,0.00181,0.00154,0.0,0.0,0.0448,0.0501,0.0047,0.00418,34,30,5.725
46.159,0.00211,0.00252,0.0,0.0,0.0407,0.0344,0.00542,0.00644,40,47,5.768
46.178,0.00186,0.0,0.0,0.0,0.0501,0.0,0.00433,0.0,35,9,5.803
46.198,0.00202,0.0019,0.0,0.0,0.0313,0.0334,0.00549,0.00524,40,38,5.833
46.218,0.00234,0.00251,0.0,0.0,0.0334,0.0438,0.0057,0.00565,44,45,5.859
46.238,0.00426,0.0045,0.0,0.074,0.025,0.0292,0.00932,0.01027,73,134,5.881
46.258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,25,5.689
46.278,0.0,0.00144,0.0,0.0,0.0,0.0428,0.0,0.00373,3,28,5.737
46.299,0.00296,0.00301,0.0,0.0,0.0448,0.0407,0.00658,0.00683,50,53,5.777
46.318,0.00316,0.0,0.0,0.0,0.0386,0.0,0.00768,0.0,58,10,5.812
46.339,0.0,0.00148,0.0,0.0,0.0,0.0511,0.0,0.00367,11,28,5.84
46.359,0.00309,0.0035,0.0,0.0,0.0542,0.0396,0.00641,0.00714,52,58,5.865
46.378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,11,5.674
46.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,5.491
46.419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5.315
46.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5.146
46.458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.983
46.478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.827
46.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.677
46.519,0.0,0.00205,0.0,0.0,0.0,0.049,0.0,0.00404,0,28,4.88
