t,rms_l,rms_r,onset_l,onset_r,zcr_l,zcr_r,band_low_l,band_low_r,drive_l,drive_r,agc
6.312,0.00535,0.00495,0.0,0.0,0.0375,0.0542,0.00924,0.0084,82,76,5.918
6.33,0.00334,0.00322,0.0,0.0,0.0188,0.0344,0.01005,0.0096,73,70,5.93
6.352,0.00422,0.00447,0.0,0.0,0.0313,0.0292,0.00898,0.00944,73,77,5.941
6.371,0.00326,0.00326,0.0,0.0,0.0219,0.0261,0.00933,0.00949,69,70,5.95
6.393,0.00333,0.00327,0.0,0.0,0.024,0.0532,0.01003,0.00936,71,68,5.958
6.411,0.0048,0.00445,0.0,0.0,0.025,0.0355,0.01118,0.01055,86,81,5.964
6.43,0.00686,0.00701,0.38,0.416,0.0271,0.0146,0.015,0.01505,226,221,5.832
6.452,0.00499,0.00518,0.0,0.0,0.0302,0.0271,0.01354,0.01397,122,124,5.858
6.471,0.0063,0.00605,0.0,0.0,0.0167,0.0177,0.01453,0.01383,112,109,5.88
6.491,0.00423,0.00455,0.0,0.0,0.0209,0.0229,0.0111,0.01165,87,90,5.898
6.511,0.00512,0.00489,0.0,0.0,0.0292,0.048,0.0097,0.00917,83,81,5.914
6.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,15,5.721
6.551,0.00471,0.00427,0.0,0.0,0.0177,0.0323,0.00887,0.00803,72,66,5.764
6.57,0.00343,0.00387,0.0,0.0,0.0386,0.0386,0.00815,0.00885,64,68,5.8
6.592,0.00565,0.00558,0.32,0.23,0.0386,0.0407,0.01131,0.01124,204,208,5.702
6.612,0.00488,0.00475,0.0,0.0,0.0428,0.0532,0.00845,0.00828,103,102,5.748
6.63,0.00335,0.00349,0.0,0.0,0.0886,0.0719,0.00762,0.00756,68,68,5.787
6.652,0.00156,0.00249,0.0,0.0,0.1856,0.2211,0.00452,0.00586,39,50,5.82
6.671,0.00211,0.00353,0.0,0.0,0.2336,0.1731,0.00584,0.00913,43,67,5.847
6.692,0.00687,0.00804,0.684,0.746,0.1637,0.1992,0.01215,0.01409,183,207,5.682
6.712,0.01116,0.0087,1.0,0.0,0.1189,0.1606,0.01847,0.01369,237,137,5.509
6.731,0.00538,0.00522,0.0,0.0,0.1189,0.1272,0.00938,0.00886,108,87,5.584
6.751,0.01059,0.00768,1.0,0.455,0.122,0.0991,0.01895,0.0125,232,227,5.415
6.771,0.00835,0.00706,0.0,0.0,0.0803,0.1032,0.01027,0.01012,125,118,5.504
6.791,0.0088,0.00581,0.0,0.0,0.122,0.0615,0.01732,0.01369,130,101,5.58
6.811,0.0062,0.0074,0.0,0.304,0.1147,0.0751,0.01058,0.01265,95,232,5.491
6.831,0.00962,0.01127,0.653,1.0,0.0719,0.0532,0.01943,0.02273,232,237,5.324
6.852,0.00585,0.00722,0.0,0.0,0.1387,0.0761,0.0111,0.01389,113,130,5.428
6.871,0.00595,0.00775,0.0,0.0,0.1522,0.1084,0.01057,0.01352,91,112,5.516
6.891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,21,5.339
6.912,0.00473,0.00572,0.0,0.0,0.1439,0.121,0.00608,0.00775,58,71,5.44
6.931,0.00643,0.00739,0.0,0.306,0.1074,0.0772,0.00927,0.01048,81,211,5.358
6.951,0.00619,0.00739,0.0,0.0,0.0928,0.0824,0.0109,0.01292,87,127,5.457
6.971,0.00569,0.00509,0.0,0.0,0.0918,0.0928,0.00939,0.00772,81,80,5.54
6.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,15,5.362
7.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,5.191
7.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,5.027
7.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.869
7.071,0.00445,0.00472,0.0,0.0,0.0501,0.0219,0.00893,0.00938,61,64,5.042
7.091,0.0046,0.00452,0.0,0.0,0.0688,0.0375,0.00816,0.00756,63,61,5.189
7.112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,12,5.025
7.131,0.00456,0.00451,0.0,0.0,0.0177,0.0156,0.00803,0.00769,61,59,5.175
7.151,0.00382,0.00416,0.0,0.0,0.0302,0.0219,0.00798,0.00804,59,61,5.302
7.173,0.00533,0.00524,0.0,0.0,0.0375,0.0042,0.0107,0.01064,80,79,5.409
7.192,0.00322,0.00397,0.0,0.0,0.0229,0.0146,0.00612,0.00795,55,65,5.5
7.211,0.00447,0.00466,0.0,0.0,0.0396,0.0188,0.00897,0.00896,70,71,5.576
7.231,0.0052,0.00435,0.0,0.0,0.0083,0.0125,0.01071,0.00926,83,72,5.641
7.251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,14,5.459
7.271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,5.285
7.291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,5.117
7.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.955
7.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.8
7.351,0.00419,0.0042,0.0,0.0,0.0115,0.0115,0.00713,0.00714,53,53,4.984
7.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,4.828
7.391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,4.678
7.411,0.0,0.00413,0.0,0.0,0.0,0.0052,0.0,0.00598,0,48,4.881
7.432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,4.729
7.451,0.0,0.00413,0.0,0.0,0.0,0.0063,0.0,0.00569,0,47,4.924
7.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,4.77
7.491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,4.622
7.511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.48
7.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.344
7.551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.213
7.572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.087
7.591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.966
7.611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.849
7.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.738
7.651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.63
7.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.527
7.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.428
7.711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.333
7.731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.241
7.751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.153
7.772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.069
7.791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.988
7.811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.91
7.831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.835
7.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.763
7.871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.694
7.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.628
7.912,0.00232,0.00247,0.0,0.0,0.0355,0.0355,0.00475,0.00511,21,22,3.145
7.932,0.00532,0.00539,0.278,0.321,0.0584,0.0459,0.01269,0.01285,161,162,3.164
7.95,0.00349,0.00348,0.0,0.0,0.1408,0.1491,0.00967,0.0097,65,69,3.599
7.972,0.00395,0.00411,0.0,0.0,0.0574,0.049,0.00918,0.00959,51,54,3.968
7.991,0.00931,0.0095,0.866,1.0,0.0021,0.0042,0.02202,0.02247,191,194,3.862
8.011,0.00552,0.00581,0.0,0.0,0.0511,0.0407,0.01099,0.01169,95,98,4.19
8.032,0.00518,0.00526,0.0,0.0,0.0511,0.0553,0.0127,0.01305,76,78,4.468
8.05,0.00469,0.00467,0.0,0.0,0.0886,0.0803,0.00859,0.00839,63,62,4.703
8.072,0.00528,0.0054,0.0,0.0,0.1293,0.1314,0.01286,0.01316,79,81,4.902
8.091,0.00429,0.00454,0.0,0.0,0.1105,0.1084,0.00962,0.01028,68,71,5.071
8.111,0.00255,0.00275,0.0,0.0,0.1397,0.1376,0.00798,0.00817,53,55,5.213
8.131,0.00232,0.00247,0.0,0.0,0.1293,0.1147,0.00701,0.00772,47,50,5.334
8.151,0.00365,0.00402,0.0,0.0,0.1043,0.1001,0.0075,0.00854,57,63,5.436
8.172,0.00664,0.00684,0.376,0.419,0.0365,0.0407,0.01336,0.01357,197,203,5.326
8.191,0.00688,0.00692,0.0,0.0,0.0302,0.024,0.018,0.01809,138,139,5.429
8.212,0.00502,0.00531,0.0,0.0,0.1324,0.122,0.0114,0.01244,93,98,5.517
8.232,0.00607,0.00638,0.0,0.0,0.0855,0.0918,0.01547,0.01644,106,111,5.591
8.251,0.00315,0.00311,0.0,0.0,0.1356,0.1376,0.0071,0.00645,64,63,5.654
8.271,0.00281,0.00317,0.0,0.0,0.121,0.0959,0.0074,0.00862,56,62,5.707
8.291,0.00362,0.00421,0.0,0.0,0.1095,0.0928,0.00794,0.00912,62,71,5.752
8.311,0.00345,0.00368,0.0,0.0,0.1137,0.1241,0.0092,0.00951,66,70,5.79
8.331,0.00228,0.0023,0.0,0.0,0.1241,0.1387,0.00552,0.00555,47,48,5.822
8.352,0.0048,0.00486,0.22,0.251,0.0375,0.0375,0.01068,0.01101,187,188,5.751
8.372,0.00627,0.00633,0.201,0.229,0.0428,0.0438,0.01218,0.01179,234,237,5.686
8.391,0.00679,0.00673,0.0,0.0,0.0459,0.0428,0.01626,0.01633,139,139,5.734
8.411,0.0062,0.00601,0.0,0.0,0.0605,0.0501,0.01455,0.01406,113,110,5.775
8.432,0.00204,0.00202,0.0,0.0,0.0959,0.0959,0.00391,0.0045,49,50,5.809
8.451,0.00182,0.00191,0.0,0.0,0.1283,0.1366,0.00318,0.00273,33,32,5.839
8.471,0.0025,0.00219,0.0,0.0,0.0897,0.0813,0.00607,0.0056,47,42,5.863
8.491,0.00176,0.00198,0.0,0.0,0.0845,0.073,0.00512,0.00568,39,42,5.884
8.511,0.00257,0.00247,0.0,0.0,0.0845,0.0824,0.00543,0.00525,45,44,5.902
8.531,0.00279,0.00262,0.0,0.0,0.0709,0.0813,0.0058,0.00523,48,45,5.917
8.551,0.00528,0.00557,0.25,0.335,0.0678,0.0553,0.0127,0.01353,188,185,5.808
8.571,0.00243,0.00299,0.0,0.0,0.0751,0.0521,0.00676,0.00817,83,92,5.838
8.591,0.00291,0.00286,0.0,0.0,0.0417,0.0542,0.00609,0.00601,57,58,5.863
8.611,0.00269,0.00275,0.0,0.0,0.0511,0.0719,0.00741,0.00733,55,55,5.884
8.632,0.00468,0.00488,0.0,0.228,0.0532,0.0553,0.01068,0.0111,81,195,5.821
8.651,0.00369,0.00377,0.0,0.0,0.0417,0.0396,0.00899,0.0091,71,100,5.848
8.672,0.00441,0.00453,0.0,0.0,0.0688,0.0521,0.00969,0.00973,76,82,5.872
8.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,15,5.681
8.711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,5.497
8.731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,5.321
8.751,0.00228,0.00265,0.0,0.0,0.0511,0.0553,0.00575,0.00663,39,45,5.425
8.771,0.0,0.00183,0.0,0.0,0.0,0.0772,0.0,0.00552,7,39,5.513
8.791,0.00369,0.00405,0.0,0.0,0.0501,0.0282,0.00843,0.00915,61,67,5.588
8.811,0.00252,0.00261,0.0,0.0,0.0386,0.0459,0.0075,0.00778,53,56,5.651
8.831,0.00329,0.00349,0.0,0.0,0.0428,0.024,0.00766,0.00795,58,61,5.705
8.851,0.00388,0.00387,0.0,0.0,0.025,0.0188,0.00943,0.00946,70,70,5.75
8.871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,13,5.564
8.891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,5.385
8.911,0.003,0.00266,0.0,0.0,0.0344,0.0511,0.00675,0.00604,49,44,5.479
8.931,0.00349,0.00326,0.0,0.0,0.0511,0.0438,0.00695,0.0066,55,52,5.559
8.951,0.00354,0.00374,0.0,0.0,0.0501,0.0647,0.00915,0.0095,65,67,5.627
8.971,0.00216,0.00201,0.0,0.0,0.0667,0.0584,0.00588,0.00553,47,45,5.684
8.991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,8,5.501
9.011,0.0028,0.00276,0.0,0.0,0.0438,0.0386,0.00701,0.00727,49,50,5.577
9.031,0.0,0.00225,0.0,0.0,0.0,0.0563,0.0,0.00586,9,44,5.642
9.051,0.00336,0.00333,0.0,0.0,0.073,0.073,0.00786,0.00763,58,58,5.697
9.071,0.00248,0.00249,0.0,0.0,0.0636,0.0594,0.00625,0.00632,49,49,5.744
9.091,0.00198,0.0021,0.0,0.0,0.0709,0.0459,0.00479,0.00505,39,41,5.783
9.111,0.00184,0.0017,0.0,0.0,0.0626,0.0542,0.00529,0.00494,38,37,5.816
9.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,5.627
9.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,5.446
9.171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5.272
9.191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5.104
9.21,0.00375,0.00311,0.0,0.0,0.0334,0.0448,0.00924,0.00744,60,50,5.242
9.231,0.002,0.00185,0.0,0.0,0.0438,0.0542,0.00618,0.0063,44,41,5.358
9.251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,8,5.187
9.271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,5.023
9.292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.865
9.31,0.0,0.0021,0.0,0.0,0.0,0.0355,0.0,0.00566,0,35,5.039
9.331,0.0,0.00195,0.0,0.0,0.0,0.0407,0.0,0.00547,0,36,5.187
9.352,0.00159,0.00173,0.0,0.0,0.0344,0.0428,0.00489,0.0046,30,32,5.312
9.371,0.00444,0.00392,0.0,0.0,0.0365,0.0386,0.01015,0.00929,71,65,5.417
9.39,0.00407,0.00381,0.0,0.0,0.0407,0.0365,0.00914,0.00821,68,62,5.507
9.413,0.0,0.0025,0.0,0.0,0.0,0.049,0.0,0.00644,13,49,5.583
9.431,0.0,0.00335,0.0,0.0,0.0,0.0417,0.0,0.0066,2,54,5.647
9.451,0.00393,0.00426,0.0,0.0,0.0386,0.025,0.00972,0.01056,69,76,5.701
9.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,14,5.517
9.49,0.00239,0.0038,0.0,0.0,0.0428,0.025,0.00546,0.00862,41,63,5.591
9.511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,12,5.411
9.532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,5.238
9.551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5.072
9.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.912
9.592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.759
9.611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.611
9.631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.47
9.652,0.00292,0.0,0.0,0.0,0.0344,0.0,0.00659,0.0,41,0,4.705
9.671,0.0,0.00278,0.0,0.0,0.0,0.0438,0.0,0.00694,8,43,4.903
9.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,4.75
9.711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,4.603
9.731,0.00384,0.00315,0.0,0.0,0.0365,0.0448,0.00854,0.00702,54,44,4.818
9.751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,8,4.668
9.771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,4.524
9.791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.386
9.811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.253
9.831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.126
9.851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.003
9.871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.885
9.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.772
9.911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.664
9.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.559
9.951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.459
9.971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.362
9.991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.27
10.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.181
10.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.095
10.051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.013
10.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.934
10.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.858
10.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.785
10.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.715
10.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.648
10.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.584
10.191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.521
10.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.462
10.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.404
10.252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.349
10.271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.296
10.291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.246
10.311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.197
10.332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.15
10.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.105
10.371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.061
10.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.02
10.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.98
10.431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.941
10.452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.905
10.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.869
10.491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.835
10.511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.802
10.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.771
10.551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.741
10.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.712
10.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.684
10.611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.657
10.632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.631
10.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.606
10.671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.583
10.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.56
10.711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.538
10.731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.517
10.751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.496
10.771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.477
10.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.458
10.813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.44
10.831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.423
10.851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.406
10.871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.39
10.891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.375
10.911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.36
10.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.346
10.952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.333
10.971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.32
10.991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.307
11.011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.295
11.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.284
11.051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.272
11.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.262
11.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.251
11.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.242
11.132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.232
11.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.223
11.171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.214
11.191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.206
11.211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.198
11.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.19
11.251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.183
11.271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.175
11.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.169
11.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.162
11.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.156
11.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.15
11.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.144
11.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.138
11.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.133
11.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.127
11.451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.122
11.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.118
11.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.113
11.511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.109
11.531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.104
11.552,0.0,0.00194,0.0,0.0,0.0,0.0438,0.0,0.00495,0,12,1.856
11.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1.822
11.591,0.0,0.00181,0.0,0.0,0.0,0.0511,0.0,0.00525,0,16,2.464
11.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,2.406
11.631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2.351
11.651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.298
11.672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.247
11.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.198
11.711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.151
11.731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.106
11.752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.063
11.771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.021
11.792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.981
11.811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.943
11.831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.906
11.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.87
11.871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.836
11.891,0.0,0.0022,0.0,0.0,0.0,0.074,0.0,0.00584,0,18,2.475
11.911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,2.417
11.931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,2.362
11.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.308
11.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.257
11.991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.208
12.011,0.0,0.00111,0.0,0.0,0.0,0.0647,0.0,0.00311,0,11,2.79
12.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,2.72
12.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.652
12.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.588
12.092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.525
12.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.466
12.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.408
12.151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.353
12.171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.3
12.191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.249
12.212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.2
12.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.153
12.251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.108
12.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.064
12.291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.022
12.311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.982
12.331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.944
