t,rms
31.08,0.003102
31.081,0.003109
31.112,0.003004
31.127,0.00272
31.159,0.003015
31.174,0.002822
31.19,0.002979
31.205,0.002807
31.237,0.003246
31.252,0.003671
31.267,0.003132
31.299,0.002723
31.314,0.003388
31.33,0.002848
31.345,0.002498
31.376,0.002272
31.392,0.002787
31.407,0.003256
31.439,0.003485
31.454,0.002939
31.47,0.003402
31.485,0.004004
31.516,0.004414
31.533,0.003387
31.548,0.003171
31.579,0.003516
31.58,0.003069
31.61,0.007206
31.626,0.009384
31.657,0.010065
31.673,0.011708
31.688,0.008167
31.72,0.005652
31.72,0.006283
31.751,0.006271
31.766,0.005981
31.797,0.00706
31.813,0.010473
31.829,0.004401
31.86,0.0055
31.86,0.004054
31.89,0.003536
31.906,0.002891
31.938,0.001939
31.953,0.002559
31.969,0.00216
32.001,0.00265
32.001,0.002367
32.033,0.001983
32.049,0.001709
32.079,0.001998
32.094,0.00157
32.11,0.001459
32.125,0.0019
32.156,0.001769
32.172,0.001517
32.188,0.001441
32.219,0.001446
32.234,0.001208
32.25,0.001553
32.265,0.001229
32.297,0.001183
32.313,0.001473
32.329,0.001477
32.359,0.001458
32.375,0.001271
32.39,0.001081
32.406,0.001211
32.438,0.001154
32.453,0.001026
32.468,0.000969
32.5,0.001509
32.5,0.001213
32.531,0.001237
32.546,0.00149
32.577,0.00131
32.593,0.001209
32.609,0.000985
32.64,0.000977
32.64,0.001093
32.672,0.000897
32.687,0.001389
32.718,0.001626
32.733,0.001253
32.75,0.001104
32.765,0.001083
32.795,0.001157
32.811,0.001222
32.826,0.001811
32.857,0.001059
32.873,0.00141
32.888,0.001542
32.92,0.001381
32.92,0.001255
32.951,0.001181
32.966,0.001184
32.999,0.001247
33.014,0.001431
33.03,0.001109
33.045,0.000951
33.076,0.001322
33.091,0.00116
33.107,0.001344
33.139,0.00152
33.154,0.001493
33.17,0.001317
33.186,0.00113
33.218,0.001349
33.233,0.001392
33.249,0.001327
33.28,0.001514
33.28,0.001284
33.311,0.001265
33.326,0.001406
33.358,0.001147
33.373,0.001287
33.389,0.001214
33.42,0.001306
33.42,0.001454
33.452,0.001626
33.467,0.001379
33.498,0.001649
33.514,0.001263
33.53,0.001604
33.546,0.001707
33.577,0.001672
33.592,0.001982
33.607,0.001619
33.64,0.001716
33.64,0.001291
33.669,0.001819
33.7,0.003276
33.7,0.001401
33.732,0.001323
33.747,0.001337
33.778,0.001234
33.794,0.001725
33.81,0.002168
33.826,0.001532
33.857,0.001571
33.872,0.001673
33.888,0.001505
33.92,0.00106
33.92,0.00148
33.95,0.001689
33.965,0.001508
33.997,0.001267
34.013,0.001447
34.028,0.001669
34.058,0.00158
34.074,0.001234
34.09,0.001352
34.105,0.001178
34.136,0.001349
34.151,0.001614
34.167,0.001238
34.198,0.001327
34.214,0.001267
34.23,0.001071
34.245,0.001246
34.277,0.001572
34.292,0.001777
34.309,0.001669
34.34,0.001873
34.34,0.001539
34.37,0.001232
34.386,0.001304
34.419,0.001393
34.435,0.001234
34.451,0.001447
34.468,0.00148
34.5,0.001496
34.5,0.001437
34.531,0.001388
34.546,0.00139
34.578,0.001261
34.594,0.001764
34.609,0.001596
34.64,0.001571
34.64,0.001904
34.672,0.001971
34.687,0.001747
34.718,0.001354
34.734,0.001455
34.75,0.001575
34.766,0.001609
34.797,0.00128
34.812,0.00122
34.827,0.001189
34.86,0.001165
34.86,0.001373
34.891,0.00134
34.908,0.001413
34.939,0.001322
34.954,0.001726
34.97,0.001386
34.986,0.00128
35.017,0.0013
35.033,0.00163
35.048,0.001683
35.08,0.00174
35.08,0.00168
35.111,0.001569
35.127,0.001398
35.158,0.001349
35.174,0.001538
35.19,0.001687
35.205,0.00149
35.237,0.001247
35.253,0.001023
35.269,0.001598
35.3,0.001386
35.3,0.001959
35.331,0.002269
35.347,0.001441
35.378,0.001898
35.394,0.00128
35.41,0.001506
35.425,0.00215
35.457,0.00179
35.473,0.002021
35.488,0.002004
35.52,0.002052
35.52,0.002103
35.55,0.002349
35.566,0.004179
35.599,0.002554
35.615,0.001758
35.63,0.002724
35.645,0.002937
35.676,0.001879
35.693,0.002079
35.709,0.004359
35.74,0.005696
35.741,0.003863
35.771,0.005153
35.787,0.004169
35.818,0.007936
35.835,0.007763
35.85,0.004468
35.866,0.003167
35.898,0.003682
35.913,0.007176
35.928,0.005634
35.959,0.005941
35.96,0.012314
35.991,0.013902
36.006,0.012703
36.039,0.011336
36.055,0.010916
36.071,0.006104
36.086,0.004647
36.117,0.004835
36.132,0.006249
36.149,0.005221
36.18,0.003756
36.18,0.003427
36.21,0.003054
36.226,0.003903
36.257,0.003317
36.273,0.002172
36.289,0.002847
36.32,0.0024
36.32,0.002364
36.351,0.002219
36.366,0.002868
36.397,0.003362
36.412,0.003642
36.428,0.003837
36.458,0.002037
36.475,0.002397
36.491,0.00147
36.506,0.001436
36.537,0.001501
36.553,0.001606
36.568,0.002224
36.599,0.00199
36.6,0.003003
36.631,0.003947
36.647,0.001916
36.679,0.00168
36.694,0.001483
36.71,0.001958
36.725,0.001864
36.755,0.002648
36.771,0.002124
36.786,0.002579
36.816,0.001728
36.833,0.001555
36.849,0.002213
36.88,0.002446
36.88,0.00171
36.91,0.001811
36.926,0.002295
36.958,0.001903
36.974,0.001602
36.99,0.002052
37.005,0.002261
37.036,0.001745
37.052,0.001268
37.068,0.001496
37.099,0.002112
37.115,0.001778
37.13,0.001799
37.145,0.001906
37.177,0.001651
37.193,0.00135
37.209,0.001318
37.239,0.00198
37.254,0.001995
37.27,0.001393
37.285,0.001186
37.316,0.001512
37.331,0.001572
37.347,0.000943
37.379,0.001225
37.394,0.001515
37.409,0.001731
37.426,0.001766
37.458,0.002124
37.473,0.001856
37.489,0.002102
37.519,0.002014
37.52,0.001956
37.551,0.001779
37.568,0.002165
37.598,0.001696
37.614,0.001456
37.629,0.001431
37.661,0.001503
37.661,0.001777
37.693,0.001762
37.709,0.001599
37.723,0.001691
37.754,0.001568
37.77,0.001865
37.785,0.001781
37.817,0.001566
37.833,0.001519
37.848,0.001529
37.879,0.001642
37.88,0.00171
37.91,0.001691
37.926,0.001533
37.956,0.001774
37.972,0.001403
37.988,0.001601
38.02,0.00169
38.02,0.001726
38.051,0.001473
38.066,0.00183
38.098,0.001838
38.114,0.001738
38.129,0.001887
38.145,0.002111
38.176,0.002083
38.192,0.002625
38.207,0.001941
38.239,0.001643
38.254,0.001588
38.271,0.001429
38.286,0.001448
38.317,0.001585
38.332,0.001522
38.348,0.00129
38.38,0.001321
38.38,0.001383
38.411,0.001323
38.426,0.001048
38.457,0.001117
38.473,0.001835
38.488,0.00181
38.52,0.001265
38.52,0.00136
38.551,0.001574
38.566,0.00139
38.598,0.001383
38.614,0.001145
38.628,0.001231
38.66,0.001582
38.66,0.001184
38.69,0.001356
38.706,0.001317
38.736,0.001384
38.751,0.001563
38.767,0.001913
38.798,0.00149
38.813,0.001578
38.83,0.001655
38.846,0.001524
38.876,0.001577
38.892,0.001362
38.908,0.001741
38.94,0.00181
38.94,0.001669
38.971,0.001423
38.986,0.001348
39.018,0.001235
39.034,0.001511
39.05,0.001614
39.065,0.00197
39.097,0.00158
39.113,0.001336
39.128,0.001261
39.16,0.00148
39.16,0.001644
39.19,0.001343
39.206,0.001711
39.236,0.001609
39.252,0.001649
39.268,0.001434
39.299,0.001263
39.3,0.001247
39.33,0.001439
39.346,0.001466
39.378,0.00159
39.394,0.001533
39.41,0.001924
39.425,0.00131
39.455,0.001343
39.47,0.001521
39.486,0.002161
39.516,0.001233
39.532,0.00173
39.547,0.001787
39.579,0.001588
39.594,0.001675
39.609,0.001665
39.625,0.001321
39.656,0.001617
39.672,0.001612
39.687,0.001591
39.718,0.001793
39.733,0.00168
39.749,0.00138
39.779,0.00143
39.78,0.001542
39.811,0.001215
39.827,0.001397
39.857,0.001746
39.872,0.001472
39.889,0.001398
39.921,0.001416
39.921,0.001149
39.952,0.001252
39.968,0.0014
39.999,0.001617
39.999,0.001505
40.03,0.001152
40.046,0.0013
40.076,0.00111
40.093,0.001285
40.109,0.001422
40.14,0.001279
40.14,0.00136
40.172,0.001495
40.187,0.001729
40.219,0.001254
40.22,0.001394
40.251,0.001557
40.266,0.001531
40.297,0.001329
40.313,0.001525
40.328,0.001525
40.36,0.001402
40.36,0.001585
40.391,0.001336
40.407,0.001292
40.439,0.001459
40.439,0.001497
40.47,0.001612
40.485,0.001475
40.516,0.00134
40.532,0.001471
40.547,0.001738
40.578,0.001917
40.593,0.001549
40.608,0.001349
40.639,0.001749
40.639,0.00147
40.671,0.001657
40.686,0.002449
40.716,0.00241
40.732,0.001944
40.749,0.002345
40.764,0.00262
40.795,0.002021
40.811,0.001275
40.826,0.00138
40.857,0.001457
40.872,0.002098
40.888,0.002083
40.918,0.002539
40.934,0.002501
40.95,0.002406
40.965,0.002654
40.996,0.002567
41.011,0.002645
41.026,0.002862
41.058,0.00272
41.074,0.002634
41.089,0.002709
41.105,0.0026
41.136,0.002669
41.151,0.002351
41.167,0.002461
41.197,0.002537
41.213,0.002105
41.229,0.002228
41.245,0.002332
41.276,0.001863
41.291,0.001987
41.307,0.001646
41.338,0.001652
41.354,0.001326
41.369,0.001622
41.401,0.001371
41.401,0.001358
41.431,0.001595
41.448,0.001437
41.478,0.001586
41.494,0.001305
41.51,0.001264
41.525,0.001252
41.556,0.001356
41.571,0.00135
41.587,0.001428
41.62,0.001547
41.62,0.001196
41.65,0.00141
41.665,0.001441
41.696,0.001387
41.712,0.001613
41.728,0.001285
41.759,0.0012
41.759,0.001383
41.79,0.001328
41.806,0.001614
41.836,0.001622
41.851,0.001575
41.867,0.00149
41.898,0.001297
41.914,0.001354
41.93,0.001492
41.944,0.001628
41.976,0.001708
41.991,0.001405
42.007,0.001436
42.039,0.001641
42.039,0.001728
42.07,0.001396
42.086,0.001749
42.117,0.001612
42.133,0.001588
42.148,0.001729
42.18,0.001392
42.18,0.001197
42.211,0.001401
42.226,0.001648
42.257,0.001763
42.273,0.001747
42.289,0.001639
42.305,0.0014
42.337,0.001573
42.353,0.001939
42.369,0.001603
42.4,0.001515
42.401,0.001523
42.431,0.001584
42.447,0.001462
42.478,0.001401
42.494,0.001517
42.51,0.001558
42.526,0.001679
42.557,0.001643
42.572,0.001579
42.588,0.001785
42.618,0.001595
42.634,0.001607
42.649,0.001973
42.665,0.001578
42.696,0.001435
42.712,0.001754
42.728,0.001571
42.758,0.001422
42.774,0.001356
42.79,0.001523
42.805,0.001756
42.837,0.001696
42.852,0.002479
42.868,0.001891
42.899,0.00131
42.9,0.00148
42.93,0.001555
42.946,0.001211
42.977,0.001534
42.993,0.001983
43.009,0.001928
43.025,0.001726
43.056,0.001342
43.072,0.001319
43.087,0.001345
43.118,0.001184
43.133,0.001264
43.148,0.001775
43.181,0.001377
43.181,0.00136
43.213,0.001525
43.228,0.001551
43.26,0.001293
43.26,0.001757
43.29,0.001967
43.305,0.001738
43.336,0.001321
43.351,0.001379
43.366,0.001462
43.398,0.001542
43.414,0.00155
43.43,0.00187
43.446,0.001492
43.477,0.00142
43.492,0.001281
43.508,0.001763
43.54,0.001803
43.54,0.001546
43.571,0.001382
43.586,0.00147
43.617,0.001581
43.633,0.001269
43.649,0.001528
43.665,0.00121
43.696,0.001312
43.711,0.001362
43.726,0.001445
43.758,0.001708
43.774,0.001613
43.789,0.001766
43.805,0.001828
43.835,0.001776
43.851,0.002152
43.866,0.001583
43.897,0.001839
43.913,0.001541
43.928,0.001365
43.959,0.001769
43.959,0.00145
43.991,0.001734
44.006,0.001713
44.037,0.001458
44.052,0.001452
44.068,0.001535
44.099,0.001943
44.115,0.001752
44.131,0.001666
44.146,0.001659
44.178,0.001466
44.194,0.00155
44.209,0.001726
44.225,0.00164
44.257,0.001859
44.273,0.001582
44.288,0.001816
44.318,0.001902
44.334,0.00176
44.349,0.001999
44.364,0.002308
44.396,0.002234
44.411,0.002155
44.426,0.00179
44.458,0.001547
44.473,0.001379
44.489,0.001771
44.505,0.001915
44.537,0.001953
44.554,0.001964
44.569,0.001812
44.585,0.001781
44.617,0.001747
44.633,0.001821
44.648,0.001461
44.68,0.00225
44.68,0.002006
44.71,0.001802
44.726,0.001451
44.757,0.001243
44.773,0.001299
44.788,0.001329
44.819,0.001435
44.819,0.001774
44.85,0.001965
44.866,0.002048
44.897,0.001782
44.913,0.001718
44.93,0.001924
44.945,0.00212
44.977,0.002081
44.992,0.002388
45.007,0.00212
45.038,0.002098
45.053,0.002065
45.07,0.001799
45.085,0.002196
45.116,0.001939
45.131,0.001453
45.147,0.001959
45.178,0.001568
45.193,0.001412
45.208,0.00151
45.24,0.001746
45.24,0.001635
45.271,0.001502
45.286,0.001794
45.317,0.001893
45.332,0.00182
45.347,0.001947
45.378,0.001648
45.394,0.001361
45.41,0.001658
45.426,0.001637
45.457,0.001429
45.473,0.001674
45.488,0.001591
45.52,0.001773
45.52,0.001809
45.552,0.001547
45.568,0.001407
45.598,0.001754
45.614,0.001717
45.63,0.001974
45.645,0.001714
45.675,0.001249
45.691,0.001403
45.707,0.00149
45.738,0.001847
45.753,0.001961
45.769,0.001529
45.785,0.00145
45.816,0.001599
45.831,0.001989
45.847,0.001901
45.877,0.001775
45.893,0.001665
45.908,0.001661
45.94,0.001721
45.94,0.002119
45.971,0.001973
45.986,0.00203
46.018,0.002203
46.034,0.002049
46.05,0.001871
46.065,0.001361
46.095,0.00144
46.111,0.001421
46.127,0.001387
46.158,0.001679
46.174,0.001384
46.19,0.001467
46.205,0.001453
46.237,0.001416
46.252,0.00142
46.268,0.001466
46.298,0.001564
46.314,0.001764
46.329,0.001832
46.345,0.001469
46.376,0.001428
46.392,0.00136
46.407,0.001425
46.438,0.001474
46.453,0.001338
46.469,0.001521
46.485,0.001395
46.516,0.001591
46.532,0.001744
46.548,0.001645
46.579,0.001676
46.58,0.001585
46.61,0.001513
46.625,0.001273
46.656,0.00128
46.672,0.001277
46.688,0.001132
46.719,0.001859
46.719,0.001607
46.751,0.001983
46.766,0.001883
46.797,0.001597
46.812,0.001496
46.827,0.00139
46.859,0.001617
46.859,0.001634
46.89,0.001557
46.906,0.001743
46.937,0.001252
46.953,0.001138
46.969,0.001181
46.985,0.001437
47.016,0.001175
47.032,0.001347
47.047,0.001347
47.078,0.001429
47.094,0.001391
47.109,0.001516
47.125,0.00146
47.156,0.001147
47.171,0.001291
47.187,0.001454
47.218,0.001771
47.234,0.001458
47.25,0.001345
47.265,0.001346
47.296,0.001471
47.312,0.001253
47.328,0.001273
47.358,0.001421
47.374,0.001472
47.39,0.001512
47.405,0.001408
47.437,0.001395
47.452,0.001197
47.468,0.001232
47.499,0.001262
47.5,0.001389
47.531,0.001419
47.545,0.001117
47.577,0.001105
47.593,0.001358
47.608,0.00125
47.639,0.001586
47.64,0.001444
47.67,0.001262
47.686,0.001119
47.718,0.001345
47.734,0.00117
47.75,0.001205
47.765,0.001343
47.797,0.001494
47.812,0.001043
47.828,0.001136
47.858,0.001181
47.873,0.001363
47.889,0.001261
47.905,0.001367
47.937,0.001647
47.952,0.001706
47.968,0.001518
47.999,0.001536
47.999,0.001359
48.031,0.001434
48.046,0.001394
48.077,0.001358
48.092,0.001474
48.108,0.001382
48.14,0.001479
48.14,0.001546
48.172,0.001601
48.189,0.001755
48.219,0.001716
48.22,0.001819
48.251,0.001878
48.266,0.002009
48.297,0.001817
48.312,0.001567
48.328,0.001486
48.359,0.001483
48.359,0.001694
48.389,0.001677
48.419,0.001774
48.42,0.001826
48.45,0.001588
48.466,0.001822
48.497,0.001889
48.514,0.002002
48.529,0.001835
48.545,0.002107
48.576,0.002199
48.592,0.001952
48.607,0.001993
48.64,0.001685
48.64,0.001449
48.671,0.001421
48.687,0.001517
48.719,0.001491
48.719,0.00171
48.749,0.001344
48.764,0.001599
48.796,0.001466
48.812,0.001496
48.828,0.001354
48.859,0.00149
48.859,0.001282
48.891,0.001855
48.907,0.001544
48.937,0.00133
48.953,0.001282
48.968,0.001206
48.999,0.001468
49.0,0.001189
49.03,0.001454
49.046,0.001429
49.076,0.001524
49.092,0.001489
49.106,0.00146
49.138,0.001613
49.154,0.001419
49.169,0.001558
49.185,0.001522
49.216,0.001551
49.232,0.001573
49.249,0.0014
49.28,0.001745
49.28,0.001493
49.311,0.001327
49.327,0.001368
49.358,0.001695
49.374,0.001792
49.389,0.001544
49.405,0.001505
49.435,0.001787
49.45,0.001732
49.465,0.001846
49.497,0.001374
49.512,0.001498
49.528,0.001585
49.56,0.001475
49.56,0.001494
49.59,0.001733
49.605,0.001672
49.636,0.001618
49.652,0.001628
49.668,0.001987
49.699,0.001832
49.7,0.001844
49.731,0.001408
49.746,0.001474
49.777,0.001606
49.792,0.002114
49.808,0.001512
49.84,0.001653
49.84,0.001378
49.872,0.001321
49.888,0.001929
49.919,0.001821
49.919,0.001785
49.95,0.001487
49.966,0.001343
49.998,0.002052
50.014,0.001911
50.03,0.001514
50.045,0.00175
50.075,0.002124
50.092,0.001799
50.107,0.001592
50.138,0.001702
50.153,0.001764
50.169,0.001574
50.185,0.001739
50.216,0.002405
50.232,0.001866
50.248,0.001889
50.279,0.001759
50.28,0.002149
50.31,0.00203
50.326,0.001754
50.357,0.001756
50.372,0.001689
50.387,0.001617
50.418,0.00191
50.434,0.001996
50.449,0.002387
50.464,0.002447
50.496,0.001781
50.511,0.002102
50.527,0.002306
50.558,0.002101
50.574,0.00175
50.589,0.001941
50.604,0.001747
50.636,0.001741
50.651,0.00173
50.666,0.001737
50.698,0.001925
50.713,0.001652
50.728,0.002002
50.76,0.002247
50.76,0.001895
50.792,0.001989
50.807,0.002095
50.838,0.002198
50.854,0.002091
50.869,0.001977
50.885,0.001637
50.916,0.001667
50.931,0.001857
50.946,0.001833
50.976,0.002031
50.992,0.002012
51.008,0.001961
51.039,0.00159
51.04,0.002124
51.07,0.002566
51.086,0.001906
51.116,0.001743
51.132,0.001769
51.148,0.002215
51.179,0.002528
51.179,0.002689
51.21,0.002433
51.226,0.001753
51.257,0.001671
51.273,0.002049
51.288,0.001833
51.318,0.002045
51.335,0.002176
51.35,0.002106
51.366,0.002289
51.396,0.002046
51.413,0.00219
51.428,0.002199
51.459,0.002026
51.459,0.001904
51.491,0.001989
51.506,0.002242
51.538,0.001982
51.554,0.002412
51.57,0.002359
51.585,0.002589
51.618,0.00272
51.634,0.002655
51.65,0.002572
51.666,0.00256
51.697,0.002532
51.712,0.002451
51.728,0.002373
51.759,0.002309
51.76,0.002206
51.791,0.002153
51.807,0.002212
51.838,0.002153
51.854,0.002369
51.869,0.002563
51.885,0.002499
51.917,0.002601
51.932,0.002316
51.948,0.001953
51.978,0.002109
51.994,0.002029
52.009,0.00185
52.025,0.001985
52.057,0.002326
52.073,0.002009
52.089,0.00228
52.104,0.002363
52.135,0.002273
52.151,0.002194
52.167,0.002042
52.198,0.00212
52.214,0.002032
52.23,0.002137
52.245,0.002492
52.277,0.002611
52.292,0.002342
52.307,0.002133
52.339,0.002321
52.34,0.003015
52.37,0.002929
52.386,0.002869
52.416,0.002744
52.432,0.002662
52.447,0.002091
52.478,0.002258
52.494,0.002279
52.51,0.002522
52.526,0.002619
52.557,0.00251
52.572,0.002064
52.588,0.002127
52.619,0.001981
52.62,0.002246
52.651,0.002604
52.667,0.001588
52.698,0.001531
52.713,0.001908
52.729,0.002329
52.744,0.002609
52.775,0.002249
52.791,0.002566
52.807,0.002478
52.838,0.002391
52.84,0.002287
52.869,0.002108
52.884,0.001889
52.915,0.001952
52.93,0.002078
52.946,0.00259
52.978,0.0024
52.994,0.002159
53.009,0.002189
53.024,0.002181
53.056,0.002268
53.071,0.002155
53.087,0.002543
53.118,0.002269
53.134,0.002002
53.149,0.00203
53.165,0.002194
53.196,0.001911
53.213,0.001933
53.228,0.001813
53.259,0.002031
53.259,0.001805
53.29,0.00187
53.305,0.002027
53.338,0.002249
53.353,0.00215
53.368,0.00231
53.4,0.002333
53.4,0.002565
53.431,0.002086
53.446,0.002332
53.477,0.002336
53.493,0.002506
53.508,0.001716
53.539,0.001941
53.539,0.001837
53.57,0.002343
53.586,0.00241
53.618,0.002233
53.633,0.002241
53.648,0.002371
53.679,0.002446
53.68,0.002073
53.71,0.001848
53.725,0.001901
53.757,0.001834
53.772,0.001635
53.788,0.001533
53.819,0.002066
53.82,0.001736
53.851,0.002034
53.867,0.001852
53.898,0.002196
53.913,0.002341
53.929,0.002603
53.944,0.002871
53.976,0.0027
53.991,0.002546
54.007,0.002516
54.038,0.002481
54.054,0.002573
54.07,0.002426
54.085,0.002486
54.116,0.002423
54.132,0.00274
54.148,0.002827
54.179,0.002615
54.179,0.002392
54.209,0.002417
54.224,0.002472
54.255,0.002512
54.271,0.002526
54.286,0.00255
54.317,0.002485
54.333,0.002425
54.348,0.002352
54.363,0.002162
54.394,0.002377
54.409,0.002606
54.425,0.002523
54.457,0.00277
54.472,0.002482
54.488,0.002323
54.519,0.002482
54.52,0.002178
54.551,0.002622
54.566,0.002746
54.598,0.002084
54.614,0.002032
54.629,0.002295
54.644,0.002386
54.675,0.002105
54.691,0.002176
54.707,0.002005
54.738,0.002787
54.754,0.003207
54.769,0.002555
54.784,0.001984
54.816,0.00267
54.831,0.002636
54.846,0.002789
54.876,0.002494
54.892,0.0017
54.908,0.001685
54.94,0.002339
54.94,0.002106
54.971,0.001518
54.987,0.002354
55.018,0.002614
55.033,0.002496
55.049,0.002035
55.065,0.0023
55.096,0.002545
55.112,0.00247
55.127,0.002682
55.158,0.002112
55.172,0.00194
55.188,0.001893
55.219,0.002201
55.219,0.002705
55.25,0.002799
55.265,0.002996
55.297,0.002924
55.312,0.002755
55.328,0.002921
55.359,0.002759
55.36,0.002669
55.39,0.002869
55.406,0.003165
55.438,0.00316
55.453,0.003308
55.469,0.00326
55.485,0.003195
55.516,0.003185
55.531,0.002734
55.547,0.002433
55.578,0.002594
55.593,0.002902
55.608,0.002946
55.639,0.002543
55.639,0.002458
55.67,0.002633
55.685,0.002236
55.717,0.002662
55.733,0.002974
55.749,0.002742
55.764,0.003154
55.795,0.002467
55.812,0.002297
55.826,0.002155
55.858,0.002665
55.874,0.002246
55.889,0.002455
55.904,0.002913
55.935,0.002984
55.951,0.002829
55.966,0.002917
55.997,0.00233
56.012,0.002808
56.028,0.002561
56.059,0.00215
56.059,0.002221
56.089,0.0028
56.105,0.002592
56.136,0.002423
56.152,0.00289
56.167,0.002349
56.198,0.002628
56.213,0.002988
56.229,0.003335
56.245,0.003021
56.276,0.002894
56.291,0.002596
56.307,0.00258
56.339,0.002918
56.339,0.003106
56.37,0.003051
56.386,0.003388
56.418,0.00321
56.435,0.002843
56.451,0.00227
56.466,0.002124
56.498,0.002078
56.513,0.002371
56.529,0.002276
56.545,0.002764
56.577,0.003005
56.592,0.002515
56.608,0.002662
56.639,0.002713
56.639,0.002444
56.67,0.002615
56.685,0.002464
56.717,0.002677
56.732,0.002213
56.747,0.002328
56.778,0.002696
56.794,0.002769
56.809,0.002983
56.825,0.002546
56.855,0.002543
56.87,0.002382
56.886,0.002453
56.917,0.00242
56.932,0.002466
56.948,0.002638
56.979,0.002305
56.979,0.002437
57.011,0.002577
57.027,0.00267
57.058,0.002549
57.074,0.002553
57.089,0.002517
57.104,0.002331
57.134,0.002522
57.15,0.002278
57.165,0.002525
57.196,0.002638
57.213,0.00263
57.228,0.002563
57.259,0.002136
57.259,0.002373
57.29,0.002312
57.305,0.002672
57.336,0.002671
57.352,0.002741
57.368,0.002336
57.399,0.00246
57.4,0.002386
57.43,0.002094
57.445,0.002223
57.476,0.002176
57.492,0.002132
57.508,0.002108
57.539,0.002588
57.54,0.002271
57.57,0.001902
57.586,0.001999
57.618,0.002009
57.633,0.001987
57.649,0.001931
57.664,0.001873
57.696,0.001811
57.711,0.001664
57.727,0.001713
57.758,0.001903
57.773,0.001717
57.789,0.001569
57.805,0.001868
57.837,0.001959
57.853,0.001976
57.868,0.001903
57.899,0.001999
57.899,0.00198
57.929,0.001905
57.944,0.00181
57.977,0.001711
57.992,0.001737
58.008,0.001921
58.039,0.001738
58.04,0.001732
58.07,0.001607
58.085,0.001711
58.117,0.001481
58.133,0.001276
58.148,0.001304
58.179,0.001437
58.179,0.001808
58.21,0.001721
58.225,0.001306
58.257,0.001598
58.272,0.001738
58.288,0.001801
58.32,0.001635
58.32,0.001184
58.351,0.001275
58.366,0.001546
58.398,0.001287
58.413,0.001326
58.429,0.001573
58.444,0.001735
58.475,0.001834
58.491,0.001662
58.506,0.001588
58.538,0.001411
58.554,0.001517
58.57,0.001286
58.585,0.001368
58.617,0.001418
58.632,0.001896
58.648,0.001538
58.679,0.001349
58.679,0.001425
58.71,0.001237
58.725,0.001478
58.756,0.001379
58.772,0.001379
58.788,0.001559
58.819,0.001295
58.819,0.00134
58.849,0.001412
58.865,0.001211
58.895,0.001254
58.912,0.001148
58.928,0.00149
58.96,0.001777
58.961,0.001328
58.991,0.001077
59.006,0.00129
59.038,0.001108
59.053,0.001167
59.069,0.001174
59.084,0.001301
59.116,0.001282
59.131,0.00144
59.147,0.001246
59.176,0.001427
59.192,0.001315
59.208,0.001242
59.239,0.0011
59.239,0.001097
59.27,0.001302
59.285,0.001359
59.317,0.001319
59.332,0.001418
59.348,0.0014
59.363,0.001366
59.395,0.00115
59.41,0.001327
59.426,0.00146
59.458,0.001454
59.474,0.001923
59.489,0.001935
59.504,0.001345
59.536,0.001344
59.552,0.001125
59.568,0.001303
59.599,0.001175
59.599,0.001307
59.63,0.00116
59.645,0.001429
59.676,0.001672
59.691,0.001442
59.707,0.001452
59.737,0.001325
59.754,0.001459
59.769,0.001506
59.785,0.002522
59.816,0.002246
59.832,0.00133
59.849,0.001466
59.864,0.001557
59.895,0.001401
59.911,0.001654
59.926,0.002004
59.956,0.002005
59.972,0.001519
59.988,0.001553
60.02,0.001714
60.02,0.001767
60.051,0.001814
60.067,0.001216
60.098,0.001519
60.113,0.001251
60.129,0.001216
60.144,0.001504
60.175,0.001344
60.19,0.001486
60.206,0.00129
60.238,0.001677
60.254,0.00148
60.269,0.001314
60.285,0.001316
60.316,0.001365
60.332,0.001343
60.348,0.001064
60.378,0.001323
60.394,0.001506
60.41,0.001318
60.425,0.001069
60.457,0.001138
60.472,0.001237
60.488,0.001281
60.519,0.00139
60.519,0.001372
60.55,0.001296
60.565,0.001357
60.597,0.001162
60.612,0.001231
60.628,0.000989
60.659,0.001063
60.659,0.001403
60.69,0.001258
60.705,0.001513
60.738,0.001226
60.753,0.001208
60.769,0.001475
60.785,0.001329
60.816,0.001682
60.832,0.001275
60.848,0.001236
60.879,0.00144
60.879,0.001337
60.911,0.001115
60.927,0.001053
60.958,0.001274
60.974,0.001246
60.989,0.001291
61.004,0.001532
61.036,0.001621
61.051,0.001737
61.066,0.001434
61.098,0.001745
61.114,0.002188
61.129,0.001462
61.144,0.001547
61.174,0.001339
61.19,0.001571
61.205,0.001764
61.235,0.001569
61.25,0.001442
61.267,0.001427
61.298,0.001565
61.313,0.001505
61.329,0.001533
61.344,0.001471
61.375,0.001573
61.39,0.002192
61.406,0.00185
61.437,0.002081
61.453,0.002296
61.469,0.002233
61.485,0.002344
61.516,0.001984
61.532,0.002007
61.548,0.002349
61.579,0.002331
61.579,0.002115
61.61,0.001998
61.625,0.001769
61.656,0.001754
61.672,0.001672
61.688,0.001757
61.719,0.001633
61.719,0.001929
61.749,0.001729
61.765,0.001874
61.796,0.002029
61.812,0.001829
61.828,0.00177
61.859,0.00178
61.859,0.001893
61.89,0.001966
61.906,0.002152
61.938,0.002274
61.952,0.002374
61.968,0.002377
61.999,0.002412
62.0,0.002342
62.03,0.002114
